Produzione (kg),Prezzo (€/kg),Area Coltivata (ha),Tipo di Coltura,Numero di Lavoratori,Stagione di Raccolta,Tipo di Terreno,Regione,Metodo di Coltivazione,Successo Produzione Stagionale,Predict
5763.109038273644,3.208261081692746,109.18190131637166,2.0,23.0,8.0,,Centro,Biologico,True,2338.598185704369
6204.727204276388,2.016904091187018,136.39163927206798,,33.0,6.0,Agricolo,Centro,,True,2523.108373492176
6527.36373159053,2.1847382398562636,170.11983717015755,6.0,31.0,6.0,Agricolo,Centro,Tradizionale,True,2663.78144378726
9649.072026337779,,99.9667585849939,5.0,30.0,7.0,Montano,Centro,Tradizionale,True,
5100.429487270033,2.7202724508956457,84.64445721127827,0.0,48.33457708975222,7.0,Agricolo,Sud,Biologico,True,2065.565132071397
5114.11641764248,1.7540392409688161,87.68190899880523,7.0,40.0,7.0,Montano,Centro,Biologico,True,2074.051139756634
3332.5250380529606,2.688825251008436,116.20698234361599,5.0,23.0,5.0,Agricolo,Centro,Biologico,False,1369.3721099242691
6272.899810464318,3.1692848876957025,105.71731825375332,4.660423276871811,27.0,12.0,Agricolo,,Biologico,True,2542.675119661854
3814.9860651884164,3.2693094139106393,122.1831893646922,5.0,28.0,5.0,Montano,Nord,Biologico,False,1564.1493828847742
7407.092320075091,1.3388835808891375,105.04993367023515,3.0,27.0,,Boschivo,Centro,Biologico,True,2995.2519081311075
8215.80231871181,4.569505424076162,176.15362612665325,4.0,20.0,5.0,Agricolo,Centro,Biologico,True,2343.154538092496
5021.4006899157885,3.2275109929346204,74.45554255604695,4.0,,9.0,Montano,Nord,Tradizionale,False,2032.0969387331295
4671.556317600371,1.622268241935192,112.45368929052557,4.660423276871811,26.0,5.0,Agricolo,Nord,Tradizionale,False,1903.858633827306
3789.644074608378,2.074003995226011,83.19473489724086,,33.0,5.0,Agricolo,Centro,Tradizionale,False,1541.4160503125236
4329.374376144902,0.1793087921291081,111.47990725468752,3.0,34.0,8.0,Agricolo,Centro,Biologico,False,1766.0937226343674
6674.571007362025,4.4542292224706515,77.89971865587346,4.0,31.0,10.0,Agricolo,Centro,Biologico,True,2694.398318541572
3658.621749784331,3.839931112602825,78.57448286007568,4.0,28.0,6.0,,Centro,Biologico,False,1488.2210447717553
5467.0539708582255,4.0197730883079865,108.46890686497744,4.0,38.0,6.0,Agricolo,Centro,Biologico,True,2220.5622604027835
1254.8300599140812,0.9940880955437803,103.01583678891255,1.0,38.0,8.0,Boschivo,Centro,Biologico,False,533.1367750023062
5438.654631575322,4.585463500219244,116.57142151956103,2.0,35.0,6.0,Agricolo,Centro,Tradizionale,True,2211.033279085997
5523.719086185461,0.5592030854685925,87.7019032526422,5.0,29.0,5.0,Agricolo,Centro,Biologico,True,2237.298205449977
5466.789670213757,1.2205378208333706,,3.0,28.0,7.0,,,Biologico,True,2209.2263461841562
5088.069153462773,1.8023911899755314,113.49310277060714,1.0,25.0,9.0,Montano,Sud,Biologico,True,2069.5755922162916
8924.197118446576,1.7401845944002337,80.39537520003425,4.0,28.0,7.0,Agricolo,Centro,Biologico,True,3594.997459938641
5814.682370689556,0.5608982573274313,78.52335179383746,4.0,30.0,4.0,Montano,Sud,Biologico,True,2350.6299538139733
4009.792760026984,4.307421123787217,123.91401586687942,3.0,29.0,,Agricolo,Centro,Biologico,,1641.9913087708576
4203.696916269118,1.3336596671716416,91.2463678142558,2.0,28.0,9.0,Boschivo,Sud,Biologico,,1709.452676851924
3886.489309802507,0.12738870383485423,114.62679295924978,5.0,31.0,5.0,Agricolo,Sud,Tradizionale,False,1590.483761808778
,1.223203620181822,120.92374421893209,1.0,24.0,3.0,,Centro,Biologico,True,2198.0557022193198
5066.480363687537,4.723399918414234,112.68696560446085,3.0,,6.0,Montano,Nord,Biologico,True,2061.2982351563533
4396.349329889404,0.8467750637374027,62.478410469937096,3.0,30.0,7.0,Agricolo,Sud,Biologico,False,1778.1832550967426
6542.533060295788,2.568177772069969,80.79148075851758,5.0,32.0,8.0,Montano,Centro,Biologico,True,2642.750668345871
6050.465562719168,0.9204189410461372,176.15362612665325,2.0,30.0,10.0,Agricolo,Sud,Tradizionale,True,2459.621567901512
7510.956148729739,2.37459813626093,72.76474695906012,6.0,27.0,3.0,Montano,Sud,Biologico,True,3028.011883579614
3821.3462546650244,0.2385598902852537,93.76353530601993,2.0,22.0,11.0,Agricolo,Sud,Biologico,False,1557.2675624578158
3238.1499600445213,1.4762623604885978,176.15362612665325,2.0,38.0,,Boschivo,Sud,Biologico,False,1318.451764932227
7139.699453628393,4.48409660876554,,3.0,48.33457708975222,3.0,Boschivo,Sud,Biologico,True,2873.6219316999836
5745.747226757763,2.958497779903846,112.8104157267472,3.0,35.0,7.0,Boschivo,Nord,Biologico,True,2333.0420154211297
4092.4823291736393,3.4915292083438487,90.61560542698572,4.0,30.0,5.0,Boschivo,Sud,Biologico,False,1665.3776132975515
7294.086062931805,4.60862169953092,109.79290626189336,4.660423276871811,37.0,4.0,Montano,Sud,Biologico,,2950.8722970512904
6595.999477159216,0.5139944565841165,85.87755106473415,4.0,26.0,7.0,Boschivo,Nord,Biologico,True,2665.3630561831064
5316.746003138867,0.3151126436187307,109.23973084580034,2.0,34.0,7.0,Boschivo,,Tradizionale,True,2160.0703205092873
2869.1912368263875,2.180116926458338,107.94312109354085,2.0,,,Agricolo,Nord,Tradizionale,False,1180.6594310586172
8215.80231871181,1.4758831890005113,77.53399162492931,,30.0,11.0,Montano,Centro,Biologico,True,2153.5571034923896
7075.655295532713,4.399221345405254,83.42245165101305,6.0,35.0,,Montano,Centro,Biologico,True,2857.0888537083897
3363.409896907821,3.140829286347031,81.97331472816202,1.0,31.0,7.0,Boschivo,Nord,Biologico,False,1370.255953181577
4609.377647307983,1.831544055268115,82.37701512628287,3.0,35.0,8.0,Montano,Nord,Tradizionale,,1869.3641634610783
7161.9798800041,2.19271176609245,107.41542348954499,3.0,18.0,6.0,Boschivo,,Biologico,True,2897.916579048504
5012.874300753251,1.6655675171763513,94.32760537371402,3.0,38.0,3.0,Agricolo,Sud,Biologico,False,2034.3480019134147
6213.49781427763,4.935564844538581,116.76072089603642,5.0,28.0,3.0,Agricolo,Centro,Biologico,,2521.927341979863
3822.799765438553,0.16316096832890814,103.4387482239145,1.0,30.0,5.0,Agricolo,Nord,Biologico,False,1560.4515306425958
,3.676650572095403,100.78134321063604,4.0,27.0,8.0,Agricolo,Centro,Biologico,,2196.8636028621186
3049.1313067649226,2.41758553604177,115.92352719241609,2.0,37.0,8.0,,Centro,Biologico,False,1255.0295808636938
6437.900075462476,2.114453490703421,57.55986318063856,1.0,31.0,7.0,Boschivo,Sud,Biologico,True,2592.7279891391822
3815.2711987149196,3.7788926223200714,93.36586708664046,1.0,34.0,7.0,Montano,Sud,Tradizionale,False,1554.4182396119602
5290.686471656586,0.9111234987036071,123.47179858323514,1.0,32.0,7.0,,Centro,Biologico,True,2153.616128237605
5877.966606131335,3.0530908476692624,79.90790174250657,1.0,37.0,2.0,Montano,Centro,Biologico,True,2375.459012975286
8215.80231871181,1.1791889366412678,104.7031903792914,2.0,26.0,6.0,Agricolo,,Biologico,True,2282.5874311322495
5633.78825504186,0.4229823304321595,,2.0,21.0,9.0,Boschivo,Sud,Biologico,True,2281.7537298723196
5893.617168854769,1.0620419185917824,87.50284579085272,4.0,29.0,4.0,Agricolo,Sud,Tradizionale,True,2384.8977212791638
6842.13208438043,1.92132327979371,113.03413949902023,2.0,26.0,4.0,Montano,Nord,Biologico,True,2771.363075601878
4324.099386697917,3.6362905766972053,82.1748943209997,2.0,29.0,4.0,Montano,Sud,Tradizionale,False,1754.8922229754667
6590.238203703805,3.4683280435045583,92.73302204948726,4.0,31.0,6.0,Agricolo,Centro,Biologico,True,2665.1151880963685
4170.642980378611,2.055679080421803,110.68924110712997,3.0,19.0,3.0,Montano,,,False,1702.3639644835837
1757.000857620947,3.8426229798629348,84.47455647884527,3.0,22.0,3.0,Boschivo,Sud,Biologico,False,729.0427099920324
4846.833828745119,,74.28392450444083,3.0,31.0,5.0,Boschivo,Sud,Biologico,False,1961.91870884938
3455.7761963115163,3.2987769003732517,100.41926160352716,2.0,37.0,5.0,Agricolo,,Biologico,False,1413.0362570056648
7244.837188545174,4.300140349741147,,2.0,37.0,0.0,Montano,Sud,Biologico,True,2914.8203504419594
3860.780488187381,4.783840198772714,,2.0,30.0,6.0,Agricolo,Centro,Biologico,False,1581.5463214305341
8215.80231871181,1.227701139405707,53.79425120227058,2.0,22.0,10.0,Montano,Nord,Tradizionale,True,2679.9466936789054
5935.298734584604,3.1772004372758116,86.10640462453922,4.0,27.0,6.0,Agricolo,Centro,Tradizionale,True,2401.1514152212035
4972.841073013041,4.20281770554496,137.77406494674165,3.0,25.0,8.0,Agricolo,,Biologico,False,2031.368648689239
1652.7142844085975,0.31391495208346276,109.20111001564807,6.0,30.0,5.0,,,Biologico,False,695.6460467681334
3110.8621844936106,1.4980693642095433,145.68718966197815,5.0,22.0,5.0,,Nord,Biologico,False,1289.5510306960377
3588.758961462966,2.244423151573556,83.13302608507676,2.0,27.0,10.908506055947074,Boschivo,Nord,Tradizionale,False,1461.0434924107094
4504.126561565291,3.024679465110794,118.07771284506197,0.0,,6.0,Agricolo,Sud,Biologico,False,1837.073938479635
5975.9812579709105,0.1311884870613894,141.7219109336047,2.0,42.0,2.0,Agricolo,Sud,Tradizionale,,2433.5090764684455
7321.005392488811,3.1422440340039137,80.60082493711404,2.0,26.0,,Agricolo,Nord,Biologico,True,2953.1824044766586
6219.962298012094,1.2472413696164897,163.42734201856655,2.0,23.0,4.0,Agricolo,Nord,Biologico,,2537.613121810408
8215.80231871181,4.48409660876554,109.52774926598795,3.0,31.0,8.0,,Sud,Biologico,False,1110.3828820978758
5953.922310442815,4.353490783167945,115.82633205855777,3.0,40.0,4.0,Agricolo,Nord,Biologico,True,2417.2168237946935
2915.8921521969546,2.403383852405815,86.61336400198348,3.0,28.0,6.0,Montano,Centro,Tradizionale,False,1193.240870079377
3696.2930971077394,3.365531221657536,101.40924130569854,1.0,34.0,,Boschivo,Sud,Tradizionale,False,1509.2400112348053
4680.963909297231,2.3893103078739895,92.27856651464501,9.0,31.0,5.0,Montano,Centro,Biologico,False,1902.7691336732862
3406.0784993756106,,92.51939073824151,,29.0,5.0,Agricolo,Centro,Biologico,False,1391.3872169717167
4122.129808184563,0.6488384449571338,69.41367771537955,3.0,33.0,4.0,Agricolo,Centro,Tradizionale,False,1670.5760265884394
4062.9511129554126,4.654045427318336,137.9844441313758,3.0,33.0,3.0,Montano,Nord,Biologico,False,1667.475778421578
7501.069936184705,0.04336855375741244,94.50880918586968,5.0,23.0,5.0,Agricolo,Centro,Biologico,True,3030.2806172296428
6170.965749687279,0.7309779820379042,109.05116343627375,0.0,28.0,5.0,Boschivo,Centro,Tradizionale,True,2501.101648905794
3500.468681966414,4.851419617970537,59.15843566375603,,34.0,7.0,Agricolo,Centro,Biologico,False,1419.1350034856926
4519.427179765764,2.953331538634459,134.75265615682486,1.0,31.0,9.0,Boschivo,Centro,Biologico,,1848.496668753353
4457.0190050005185,1.0384164566638225,176.15362612665325,2.0,23.0,7.0,Agricolo,Nord,Biologico,False,1832.0012144571633
5468.545006491251,4.226821336983361,76.0163057007913,3.0,22.0,7.0,Agricolo,Centro,Biologico,True,2211.122894306738
5558.509098839486,0.5311168310177566,34.205926452371244,4.0,32.0,4.0,Agricolo,Nord,Biologico,,2234.8654174715057
,1.2500950379192166,98.7708331442301,5.0,31.0,12.0,Boschivo,Nord,Biologico,True,2281.3945600656943
4064.8953674176028,1.1432392006906866,88.16000129855013,3.0,27.0,5.0,Boschivo,Nord,Tradizionale,False,1653.3061473566063
6416.176459193895,1.672409454341529,127.37627273796821,5.0,22.0,,Agricolo,Sud,Tradizionale,,2606.183465498949
,3.077082791951854,75.35753972778224,1.0,37.0,7.0,Boschivo,Centro,Tradizionale,True,2431.875189241303
3947.6757991010145,4.1660379851103,,2.0,17.0,3.0,Agricolo,Centro,Tradizionale,False,1607.5829013403304
4817.814320595809,2.36561801067233,96.98137359072732,2.0,26.0,9.0,Boschivo,Centro,Biologico,False,1956.8201403155417
6610.373810259082,4.311367928229778,92.50090041133804,5.0,25.0,6.0,Boschivo,Nord,Tradizionale,True,2673.399794227035
4466.668026737605,2.6833489630561305,93.32041214007911,1.0,16.0,6.0,Agricolo,Centro,Biologico,False,1814.9633343370658
5523.991998663231,3.352567793711038,119.0763610869246,1.0,34.0,5.0,Montano,Nord,Biologico,True,2245.61970779137
7260.679905821969,0.6748064069650167,74.6945799004918,1.0,33.0,2.0,Montano,Nord,Tradizionale,True,2926.980336298936
,2.457806847571418,70.59369394150733,1.0,25.0,7.0,Agricolo,Sud,Tradizionale,True,2271.3778350892717
,4.263233601240582,100.2567771495566,4.660423276871811,27.0,5.0,Montano,Nord,Tradizionale,False,2040.7225934113126
5288.224295161523,,109.95006138878324,1.0,38.0,8.0,Agricolo,Nord,Biologico,True,2148.574736481244
3866.6581198164513,2.7384227869925533,98.75814006296226,1.0,23.0,10.0,Montano,Sud,Biologico,False,
2153.4890044218946,1.0899477200573304,85.58558888879905,3.0,21.0,7.0,,Nord,Biologico,False,887.9712784353975
4371.966172486703,0.015145425774716337,80.48751036514668,3.0,33.0,10.0,Agricolo,Centro,Biologico,,1773.8327221042252
5210.598411728101,0.499459076988894,,8.0,22.0,7.0,Agricolo,Sud,Biologico,True,2113.605258969684
7047.833001726783,0.11197225116041598,101.81108212938418,2.0,37.0,5.0,,Centro,Biologico,True,2850.2765253295283
4888.060927249186,3.8133157675632994,85.58523036880317,3.0,28.0,7.0,Agricolo,Centro,Tradizionale,False,1981.7999400103154
5900.622734677375,2.993288610364596,56.29432947487069,1.0,31.0,8.0,Agricolo,Nord,Biologico,True,2377.4373927134116
6743.205142051583,1.81075510664011,138.14653436296112,1.0,27.0,0.0,Boschivo,Sud,Tradizionale,True,2739.026017129522
4686.591831645942,4.213220544627509,106.76683467846773,2.0,28.0,10.908506055947074,Montano,Centro,Tradizionale,False,
4703.22687465716,2.3151112851081828,111.26182222755924,3.0,24.0,10.0,Montano,Sud,Tradizionale,False,1915.5692965311318
4596.651835447045,3.969412186771157,113.55959279040768,4.0,25.0,5.0,Agricolo,Nord,Tradizionale,False,1873.9286120159406
5172.284091274176,3.4023261794534765,96.21605751988554,,35.0,,Agricolo,Sud,Biologico,True,2098.978453765636
4970.531222307188,3.654539664893011,82.50243236987393,3.0,20.0,5.0,Agricolo,Centro,Biologico,False,2013.8632186338375
3956.320451441572,3.9988563394835723,72.58230912502734,2.0,33.0,8.0,Boschivo,Nord,Tradizionale,False,1604.9028733141372
6140.85526537274,4.329186915453029,88.63949937894456,4.0,31.0,4.0,Boschivo,Sud,Tradizionale,True,2484.1339559627795
3798.157063768514,4.705072617647486,93.44543667700917,4.0,24.0,6.0,Boschivo,,Biologico,False,1548.4964565105086
3761.988692600213,4.161626220668381,176.15362612665325,4.0,30.0,5.0,,Sud,Biologico,False,1534.7954264546026
5219.158877198497,2.761876990939075,114.47776741265265,3.0,29.0,9.0,Agricolo,Nord,Biologico,True,2122.906881103195
5872.096545385875,3.6915280665463657,129.67780743434537,4.0,20.0,7.0,Agricolo,Centro,Tradizionale,True,2388.9419603846536
3856.2725589108745,3.51943436433434,131.00078740000208,1.0,33.0,7.0,Montano,Centro,Biologico,False,1582.1092597843506
6098.098539717559,4.2762656551343365,119.49187795826639,5.0,,8.0,Agricolo,Sud,Tradizionale,True,2476.586979274504
8851.821189383501,3.8010392121379772,87.77514681543147,3.0,21.0,5.0,Agricolo,Centro,Biologico,True,3567.96101979803
3926.080645092484,1.9436421806582675,66.05498223701295,2.0,33.0,5.0,Agricolo,Sud,Biologico,False,1590.8487527080972
,2.1261761725307426,119.04359501213523,1.0,25.0,5.0,Agricolo,Centro,Tradizionale,True,2079.996064940242
7819.486266223587,4.48409660876554,60.077450485815774,6.0,38.0,,Agricolo,Nord,Biologico,True,3147.61774163518
1664.6702885743566,0.8367336326550273,106.17474444576625,1.0,,3.0,Montano,Centro,Biologico,False,698.0205387634726
4057.4690542903218,1.314762775258349,140.35567098550882,,48.33457708975222,4.0,Montano,Nord,Biologico,False,1665.6943230117813
4333.35549083742,0.7373832415745712,74.41690159480541,,24.0,2.0,Boschivo,Centro,Biologico,False,1757.1672668134097
5080.223223767424,4.765310596379921,124.1152966475374,3.0,33.0,4.0,Agricolo,Nord,Biologico,True,2070.223878501231
5759.660913469269,3.97173843777338,,,28.0,8.0,Boschivo,Centro,Biologico,True,2339.5557780516233
,1.1811998749834656,98.7181214525142,2.0,31.0,,,Sud,Tradizionale,False,1392.5073146579198
2747.139576716289,4.313693248930647,135.78967057705086,4.0,33.0,10.0,Agricolo,Nord,Tradizionale,False,1140.792731859631
6183.7753433240305,3.1942074333480526,49.352557227630925,8.0,26.0,8.0,Boschivo,Nord,Biologico,True,
5432.269897309309,,75.48356864860556,3.0,36.0,5.0,Boschivo,Nord,,True,2196.453029518306
4724.994891749066,2.0542456357883934,122.99687113616227,4.0,30.0,2.0,Montano,Centro,Biologico,False,1928.097018040475
6500.18528015795,4.083001654646336,88.64264669688761,1.0,23.0,6.0,Boschivo,Nord,Biologico,True,2626.9669060722467
8215.80231871181,0.019711648826447048,141.17095278177368,6.0,28.0,8.0,Montano,Nord,Biologico,False,1910.5087559324004
5266.890433235476,4.914837158609987,97.77122847796664,4.0,35.0,4.0,Agricolo,Nord,Biologico,True,2137.28754183758
7084.703037106387,2.4618392897886414,86.54457467633758,0.0,35.0,2.0,Agricolo,Centro,,True,2859.8445872454563
6274.229718248006,4.119557413119582,176.15362612665325,4.0,48.33457708975222,1.0,Boschivo,Sud,Tradizionale,True,2540.138411897077
5467.302213198564,4.605746402014839,84.56460184787791,5.0,38.0,4.0,Agricolo,Sud,Biologico,True,2213.790265833789
6434.5744515013885,4.168718819287591,106.69242369154159,3.0,37.0,4.0,Boschivo,Centro,Biologico,True,2606.7375077080183
5173.083513559202,3.0591257311728564,90.04138489988489,4.660423276871811,33.0,2.0,Boschivo,Centro,Biologico,True,2097.4458208936467
4210.127416819997,0.8310062085642606,92.09315952564417,2.0,36.0,3.0,Agricolo,Centro,Biologico,False,1712.278914585692
7375.9934991783775,1.326830867918185,83.4331202263977,5.0,30.0,12.0,Agricolo,Sud,Tradizionale,True,2976.9273357392703
5427.102606484039,4.5219523372473045,136.92406709704696,0.0,33.0,5.0,Boschivo,Nord,Biologico,True,2211.91826272273
3478.7612651877903,4.25727371059096,,3.0,33.0,,Boschivo,Sud,Biologico,False,1416.5889981526577
5692.517419520995,4.892937047200122,62.884832524219384,2.0,39.0,4.0,Agricolo,Centro,Biologico,True,
2260.5921479997214,2.994775215179481,106.87141741945584,2.0,23.0,5.0,Agricolo,Nord,Biologico,False,936.8982844257254
2151.7224964781035,1.8399443180842412,100.78646499130444,2.0,31.0,2.0,Agricolo,Nord,Biologico,False,891.5249380886328
3468.724774919539,1.7825345521992912,95.52864282559678,2.0,30.0,9.0,Boschivo,Nord,Biologico,False,1416.7485028154947
5603.696872505845,0.5615669842259929,86.88974873922986,0.0,24.0,6.0,Agricolo,Centro,Biologico,True,2267.545673624107
7499.200480350247,1.1374585006258493,163.68021851805207,6.0,33.0,11.0,Boschivo,Nord,Tradizionale,True,3050.5842576955147
3510.5636072214393,3.536367027050751,110.19943271474814,2.0,29.0,2.0,Montano,Centro,Biologico,False,1437.885272703
,1.8345336427921861,89.11599792188757,3.0,32.0,8.0,Agricolo,Sud,Tradizionale,False,958.3749114382126
4416.617572968236,1.2061911047848561,133.6584053293325,3.0,26.0,4.0,Agricolo,Sud,Biologico,False,1807.6445507860947
3542.2598885195953,3.0587901614227424,105.334776761055,7.0,41.0,4.0,Agricolo,Centro,Biologico,False,1450.6043884361545
6044.765872060768,2.776491863550741,125.62769698235921,1.0,26.0,4.0,Montano,Nord,Tradizionale,True,2455.894657919015
3557.237434636688,1.3779897682918647,96.89505070874014,3.0,30.0,7.0,Montano,Nord,Biologico,False,1452.8634890672975
4957.601819086621,2.4865616541376614,99.74278766112036,3.0,31.0,5.0,Agricolo,Centro,Tradizionale,False,2013.8635639329846
4360.2277224922445,4.48409660876554,,5.0,22.0,5.0,Agricolo,Nord,Biologico,False,1776.3583201275555
6367.691783642287,0.29588595112038596,130.58413850060208,5.0,38.0,10.908506055947074,,Nord,Biologico,True,2587.7519550070956
7025.689582596286,2.752889127334421,64.99114378739921,3.0,27.0,7.0,Boschivo,Sud,Biologico,True,2830.673176174734
6451.560435741487,4.379367255839427,71.53224447690606,,32.0,9.0,Agricolo,Centro,,True,2602.383847639667
6042.874868889648,2.6952822652894817,86.40630888672688,6.0,,6.0,Agricolo,Centro,Biologico,True,2444.8718402218774
4391.45759285643,3.8979399601007794,121.62172130372477,6.0,49.0,,Montano,Sud,Biologico,False,1794.8695535336894
2671.354435117778,1.3560124432293863,108.77686071465288,3.0,23.0,2.0,Agricolo,Centro,Biologico,False,1102.074832261507
7606.003889971296,3.1242575514119593,94.15891529320139,1.0,25.0,6.0,Montano,Nord,Biologico,True,3070.9492305764793
6377.970956680286,,117.9575438808443,3.0,,10.908506055947074,Boschivo,,Tradizionale,True,2587.475645836368
4195.207722996422,2.20900771988975,78.75600346115047,0.0,26.0,8.0,Agricolo,Nord,Biologico,False,1701.709890236914
5057.60053775206,3.473118252002757,,2.0,,4.0,Montano,Sud,Biologico,True,
4683.855451221863,0.6623601540504614,78.0173978906956,3.0,28.0,8.0,Montano,Centro,,False,1897.8473998559543
9029.926693924675,2.0180800626141133,128.6748688826065,4.0,23.0,2.0,Montano,Centro,Biologico,True,3651.7731382346524
4534.861212164978,2.032724329513304,139.73698683191736,1.0,26.0,4.0,Boschivo,Nord,Biologico,,1856.1655809155664
6998.0586199056115,0.46115113147244424,82.42019635236511,7.0,38.0,7.0,Montano,Sud,Tradizionale,True,2826.0495068679543
5343.568338237688,3.1671586597127144,141.36226778395667,5.0,36.0,9.0,Agricolo,Centro,Tradizionale,True,
3861.9723099498606,0.7565973913226309,110.47506885817484,6.0,24.0,3.0,Montano,Sud,Biologico,False,1579.7314446373966
5358.3878083274785,4.684020342595351,163.42823368085618,4.0,37.0,7.0,Boschivo,Nord,Biologico,True,2193.583593435248
2339.1004010440643,4.592260323759753,126.59542508647894,4.0,33.0,6.0,Agricolo,Centro,Tradizionale,False,974.8187879435695
6244.145099721343,3.482510280260306,46.11645304262907,7.0,35.0,7.0,Montano,Nord,Tradizionale,True,2513.5929758013262
5883.404927039925,1.7948573031961041,84.56091285218444,4.0,43.0,4.0,Montano,Centro,Biologico,True,2379.930244671625
2155.428478020206,3.367213344962688,92.86481786651147,2.0,30.0,6.0,Agricolo,Centro,Biologico,False,890.630836568036
3595.5196093707045,2.112466684323425,127.07328069610323,2.0,24.0,4.0,Boschivo,Sud,Tradizionale,False,1476.9298279571128
3491.8342335795414,0.9444903665546428,176.15362612665325,1.0,30.0,5.0,Agricolo,Sud,Tradizionale,False,1426.9054581083685
5561.35114823218,1.618243142473215,115.10654691986662,5.0,32.0,6.0,,Centro,Biologico,True,2260.572423368832
4643.9405622222785,0.22720847663410593,107.25248183830199,2.0,,6.0,Boschivo,Nord,Tradizionale,,1890.351969440402
6784.019479210587,0.20794290556934603,120.44895848460462,2.0,35.0,6.0,Montano,Sud,Biologico,True,2750.3424792296164
2967.335750082163,3.9934381632282516,120.80666181303718,1.0,20.0,12.0,Montano,Sud,Biologico,False,
3777.2473609370177,0.5445246364279116,,5.0,32.0,8.0,Montano,Centro,Biologico,False,1547.2881395199079
,0.10751822809435096,72.87166664233797,4.660423276871811,32.0,4.0,Montano,Centro,,True,2062.595129137212
5584.682221663575,0.6215187654719995,62.598742917971215,3.0,42.0,7.0,,Centro,Biologico,True,2253.5525115408213
5119.80694151763,4.001586797956874,97.08907231731257,3.0,26.0,,Boschivo,Centro,Biologico,,2077.949498302246
5243.00215436154,2.680018506666064,,0.0,28.0,3.0,Agricolo,Centro,Biologico,True,2131.7517572568654
7751.419592921171,2.5183603377740176,94.93721255709823,6.0,30.0,6.0,Agricolo,Nord,Biologico,True,3130.8490009355983
5602.0730260536275,1.1710694778696218,70.6618932762552,3.0,32.0,9.0,Agricolo,,Biologico,True,2262.927778404328
,4.29884444603624,74.26660417309425,0.0,31.0,9.0,Agricolo,Centro,Biologico,True,2578.623368996933
7352.688596299609,3.6885179973742637,72.37719226096786,6.0,35.0,6.0,Montano,Centro,Biologico,True,2964.5885961981344
4412.880846657239,1.7504090165348112,86.08671204116168,5.0,31.0,8.0,Montano,Centro,Biologico,False,1792.4783522752443
3645.42918228851,1.150535157658038,105.01203411669148,2.0,,4.0,Agricolo,Centro,Tradizionale,False,1490.2752831504115
4616.727821508319,2.3500127222579326,89.20968929381324,3.0,37.0,10.0,Montano,Centro,,False,1874.3540353914716
4040.9947999880587,3.4656117958956223,119.91697404004665,1.0,36.0,5.0,Agricolo,Nord,Biologico,False,1652.6730122072377
4832.258680998423,2.3040083439515024,117.80765411913141,,35.0,12.0,Agricolo,Nord,Biologico,False,1969.1457686351089
4389.627590671509,2.461434531686846,74.10273229252084,1.0,33.0,10.908506055947074,Agricolo,Centro,Biologico,False,1778.38185595636
3187.2583295956197,0.7307035912965099,,1.0,20.0,4.0,Agricolo,Centro,Tradizionale,False,1299.9384975551538
3679.0406614250323,0.5365074927540664,104.48147973055359,2.0,29.0,4.0,Agricolo,Nord,Tradizionale,False,1503.560708489179
3045.1806108740243,4.687282226976463,123.5944181739624,6.0,33.0,7.0,Agricolo,Centro,Biologico,False,1256.9505698017983
7807.832201790701,4.368449437666545,137.47202545033062,2.0,21.0,9.0,Agricolo,Centro,Tradizionale,True,3164.97448835138
2363.239148343078,4.141381124045203,96.69423132452557,4.0,24.0,8.0,Montano,Nord,Biologico,False,975.503928734589
5953.180904136389,1.8272545323166183,95.89072035949398,2.0,34.0,2.0,Boschivo,Sud,Biologico,True,2410.6395777624034
6619.790679160924,4.48409660876554,132.04159678868032,,27.0,6.0,Agricolo,Centro,Biologico,True,2688.1287507009733
5143.031221855954,0.856630035343468,129.18245562267472,4.0,32.0,4.0,Boschivo,Nord,Biologico,True,
5145.634988085491,1.9708021139666916,83.14385730161628,6.0,37.0,8.0,Agricolo,Centro,Biologico,True,2084.9971524246816
6684.582915057634,1.7406432323333783,145.3999113986142,3.0,32.0,3.0,Montano,Centro,Tradizionale,True,2718.353139442638
7367.784652441834,4.830606285650792,111.8278876713756,3.0,28.0,9.0,Agricolo,Sud,Tradizionale,True,2981.5622272781466
5206.634022836508,4.653984621132268,68.62549130047864,1.0,44.0,2.0,Agricolo,Sud,Biologico,True,2103.541256524747
6249.11303033497,,87.75668933312615,6.0,33.0,7.0,Montano,Sud,Biologico,True,2527.772218933926
4612.213675098104,4.480894741934519,101.9954389930738,4.0,28.0,2.0,Montano,Centro,Biologico,False,1876.6841017371642
3587.26731361263,2.6849966557508886,72.12298838235861,3.0,35.0,9.0,Boschivo,Centro,Biologico,False,1457.4438219597598
5627.697869417339,2.0538258027346505,114.77224700558297,4.0,35.0,6.0,Agricolo,Centro,Biologico,True,2286.7108218686103
6236.483909791921,,67.2472624254057,5.0,29.0,9.0,Montano,Centro,Biologico,True,2516.2677426443906
,2.239595551974901,72.45041163462923,3.0,37.0,3.0,Boschivo,Centro,Tradizionale,,2778.600210545499
6944.063279873221,0.430217428795695,85.71156359892834,4.0,28.0,7.0,Agricolo,Sud,Biologico,True,2804.5387810289667
7340.011805386312,,106.31166334206742,2.0,23.0,,Boschivo,Centro,Tradizionale,True,2968.4982211571446
4269.544989752959,3.171834524132705,,6.0,28.0,6.0,Boschivo,Nord,Biologico,False,1734.040777566432
