Numero di Visitatori,Soggiorno Medio (giorni),Entrate da Turismo (Euro),Tipo di Attrazione,Mese,Provenienza dei Visitatori,Metodo di Trasporto,Alloggio,Soddisfazione Cliente,Predict
58745.09608452931,8.052473711758536,584050.5502909471,1.0,0.0,Internazionale,Aereo,B&B,True,204587.91312954878
63787.61642248507,4.986814080595079,633858.4294975091,1.0,1.0,Internazionale,Aereo,Ostelli,True,222051.5370604953
54005.927885318895,21.71130992312407,,2.0,1.0,Internazionale,Treno,Ostelli,True,187457.80628557238
58269.84627123463,6.608112683977284,608168.9555777401,3.0,1.0,Locale,Auto,Appartamento,True,211586.20980893934
58485.282567565126,25.817864264062116,578718.8517326592,,0.0,Regionale,Treno,Hotel,True,202858.2968035803
79829.39425291763,27.462470354131774,432064.3699659456,3.0,,Regionale,Treno,Appartamento,,156204.51340411484
57499.89780090812,2.1810327716790767,503971.05868056935,3.0,1.0,Locale,Aereo,,True,179941.86650462486
52591.04617195028,19.55788126911461,614904.2356613514,4.0,0.0,Internazionale,Aereo,Hotel,True,210767.59378438053
57040.821524202904,13.87223134319466,687191.1391810862,4.0,1.0,Locale,,,True,234678.5525164273
49732.044555888075,29.640825909270077,322221.948765629,4.0,1.0,Internazionale,Auto,,False,121533.40690763273
59787.983927392765,0.07563044584037115,324865.05520595174,3.255510211374088,0.0,Locale,Aereo,Appartamento,False,127354.10852548192
58998.632194177626,18.180304200265713,558541.6201636703,1.0,0.0,Internazionale,Auto,Hotel,True,197062.00214618992
44157.50099805055,17.94780076526652,420118.29362953576,2.0,,Locale,Nave,Hotel,False,148114.638587886
47290.72809828103,0.1335717352238297,412824.9000105987,0.0,1.0,,Auto,Appartamento,False,147492.83405232013
55776.050676017505,,768114.3141301118,2.0,0.0,Locale,Auto,Appartamento,True,258322.7195770423
53488.7082698017,24.714830476587775,594217.4594249631,1.0,1.0,Locale,Auto,Hotel,True,205009.79196238978
41791.75240681022,20.218439938019507,571565.6919126199,1.0,1.0,Locale,Auto,Hotel,True,192365.78377719107
48598.84025077227,4.760789946064429,458553.9751287644,1.0,0.0,Regionale,Auto,Ostelli,False,161865.81266401545
59241.001051939864,23.345047271583944,,1.0,2.0,Internazionale,Nave,Appartamento,,170950.43841964743
24094.520849218366,19.463792071775774,554706.4934863268,3.0,0.0,Locale,Treno,Ostelli,True,178459.8084705072
44869.016333173575,5.504829633937499,568396.2595979335,4.0,0.0,Internazionale,Aereo,Hotel,True,192954.1860459668
54645.76702704725,18.553821111594733,421590.53594801534,2.0,,Internazionale,Treno,Appartamento,False,153800.44429792822
33100.14170343107,0.9175158229071201,365016.5240777535,1.0,1.0,Regionale,Auto,Hotel,False,126055.22807504157
59799.695025995235,19.019778396857088,437271.86240220716,1.0,0.0,Locale,Treno,Hotel,False,161081.60623365978
,21.48114849077689,419655.9014733727,4.0,0.0,Locale,Treno,Hotel,False,149199.37289207103
45873.381514860004,8.027318277440825,679136.1167212235,0.0,1.0,Locale,Aereo,Hotel,True,226677.52577379704
57202.97843093454,21.925388347743887,522906.1908559655,2.0,1.0,Locale,Auto,Hotel,True,185473.7464722569
47051.427293394096,,297634.87209432956,1.0,0.0,Regionale,Auto,Hotel,False,112816.37527499591
48785.30606877765,28.466861446897596,327613.0061234343,1.0,2.0,Regionale,Auto,Ostelli,False,122676.7548714191
41025.94673419177,17.23924536050787,,1.0,,Internazionale,Aereo,Hotel,False,161251.98296008073
37188.61490941451,12.63175664596359,569351.258693242,0.0,2.0,Regionale,Treno,Appartamento,True,189399.68506267984
50947.80067487349,9.70366545556347,488504.6465173235,1.0,1.0,Locale,Treno,Hotel,False,
55949.359140173736,21.936792326593103,,4.0,1.8192667088388248,Locale,Treno,Ostelli,False,152168.5099729559
58570.88276481457,17.532851010441007,511884.3963468739,4.0,,Internazionale,Auto,Hotel,True,182851.5602864694
43975.97770378394,0.5058539360002556,608597.4784790733,,1.0,Internazionale,,Hotel,True,204567.63239561394
49571.10000922514,18.403927250055744,429545.87402690796,1.0,2.0,Regionale,Treno,Ostelli,False,153649.51221268496
38017.456978016424,24.141483371261156,478688.6202822417,1.0,1.0,Internazionale,Auto,Hotel,False,162615.51457368073
36461.00911979687,9.391538702188189,475481.96496343636,3.0,1.0,Regionale,Auto,Appartamento,False,160875.69404892935
54910.90330455314,29.60712212347292,736068.4992913685,0.0,2.0,Regionale,Auto,Hotel,True,248276.00143968713
62611.26369822922,3.2838935307378545,731759.394529726,0.0,2.0,Regionale,Auto,Hotel,True,250833.45020803242
49366.66737995953,15.597302171895713,564262.9135279845,4.0,2.0,Locale,Aereo,Hotel,True,193963.00774837512
52859.779704851855,5.908813131253615,466952.2009974263,3.0,1.0,Internazionale,,B&B,False,166516.15015165383
41841.87397255055,8.462379740220479,500697.19510136184,3.0,1.8192667088388248,Internazionale,Auto,B&B,False,171130.69551668383
46687.086063875366,29.218827779244467,465600.7644688251,2.0,0.0,Internazionale,Treno,Appartamento,False,163024.1723725852
51030.59840018142,3.8601824449067035,461027.5238182321,3.0,1.0,Regionale,,Appartamento,False,163824.15634556036
59508.881574931635,17.877680402929354,999977.480450842,1.0,0.0,Regionale,Auto,Hotel,True,209677.07773135285
54349.49268285063,,387308.21092371555,0.0,1.0,Locale,Treno,Hotel,False,143367.20961853996
54895.65262038805,12.51369246669842,650259.938917705,1.0,0.0,Locale,Treno,B&B,True,222526.0079855055
50804.19506939304,9.009972837404197,389511.6213195032,1.0,3.0,Internazionale,Auto,Hotel,False,142255.78393054748
36034.92106358655,24.796292802723954,554152.6152931057,1.0,2.0,Internazionale,Treno,Appartamento,True,184263.445119725
52318.1817809646,25.726608702689,483613.440386108,1.0,2.0,Locale,Auto,Hotel,False,171243.32300631472
49830.66593388297,22.867437158241046,547557.3095218091,,,Locale,Auto,B&B,True,189182.52582348423
37276.42781682306,20.801739569485626,601704.2154908972,4.0,2.0,Regionale,Aereo,Hotel,True,199150.27855568068
47443.722695273544,26.56046725278859,409263.67786084994,2.0,1.0,Regionale,Auto,B&B,False,
41795.60850553426,27.0062542853918,562841.1817045412,3.0,1.0,,Aereo,Hotel,True,189750.75876412948
49294.97460745827,9.724777958381782,356138.2065652043,1.0,2.0,Locale,,B&B,False,131489.14927329044
54039.711709635434,15.03549088306727,368739.5732996335,2.0,1.0,,Auto,Hotel,,137642.12784470775
34531.45476847087,,442268.3136254048,3.0,0.0,Regionale,Auto,Hotel,False,149946.82147185688
41296.19340409838,18.553116621146703,445492.23484500626,4.0,0.0,Internazionale,Aereo,Hotel,False,154296.56715555105
54368.49754008663,25.48097164341186,521286.52324335376,1.0,1.0,Locale,Auto,Hotel,True,183570.40574304946
60185.87632988015,17.001081459085544,448363.32649151486,4.0,2.0,Regionale,Aereo,Hotel,False,164602.73611239452
33385.338695487706,15.572117617900062,597816.6168814476,1.0,1.0,Locale,Nave,B&B,True,
40032.700564853105,25.638630727153217,496509.3111903568,4.0,1.0,,Treno,Appartamento,,168969.94363953357
63367.25262992917,11.082499547231636,405529.2923713444,3.0,1.0,Regionale,Treno,Ostelli,False,153343.01402636792
45176.14015920191,8.640488686080158,264706.8976811873,4.0,,Regionale,Auto,Hotel,False,102000.93938395714
42942.12976488935,29.64230654595708,463182.24792700546,1.0,0.0,Regionale,Aereo,Hotel,False,294808.4633826443
44770.851536988885,15.036221185955997,532918.2323090927,1.0,2.0,Regionale,Aereo,Hotel,True,182261.09546122223
59985.89810306782,20.623859468657376,347622.28520497005,0.0,,Locale,Aereo,B&B,,134279.63461302491
46402.20247608601,0.16789412634284684,621007.4046650409,2.0,0.0,Locale,Auto,Appartamento,True,209503.72263755524
60078.506573892926,5.6873769843174955,570718.5043123233,4.0,0.0,,,Hotel,True,201255.6045806434
52188.30034591327,,498144.18019245344,2.0,1.0,Locale,Aereo,B&B,False,175537.80423069265
49843.94792157768,28.76062290413149,458545.3445613775,4.0,0.0,Locale,Aereo,Appartamento,False,162486.37732920205
50769.595254645166,8.934658263706572,588793.9982938211,4.0,3.0,Internazionale,Nave,Hotel,True,202023.7971154689
46280.87661784283,26.55686952245779,526283.5942183059,4.0,2.0,Internazionale,Aereo,B&B,True,181026.31657441315
22415.29525654458,2.7083968215180896,466073.53301327495,1.0,0.0,Regionale,Aereo,B&B,,151029.9075322548
62522.943324489504,8.7213267035934,583954.5481172114,0.0,2.0,Internazionale,Auto,Hotel,True,
38698.432341325475,26.208235160680008,453418.36455532775,4.0,1.0,Locale,Auto,Appartamento,False,155375.52553726104
35980.558149208526,17.947837301246004,606473.6323017823,2.0,1.0,Regionale,Auto,Hotel,True,199932.76876513893
41753.19951955118,25.25102856055255,652486.9346111319,3.255510211374088,0.0,Internazionale,Auto,B&B,True,216622.88014311518
51515.592680980684,10.786793031364798,251554.55893150228,2.0,0.0,Internazionale,Nave,Hotel,False,101224.56401994101
50226.08175036493,29.935247505981685,603973.0206275883,0.0,1.0,Locale,Auto,Hotel,True,206304.94706345894
34884.345645280584,15.864041529578595,466469.3977183463,1.0,2.0,Locale,Aereo,Hotel,False,157383.19213814422
52309.489837338966,8.161287852273905,464026.1633908858,4.0,,Internazionale,,Hotel,False,165363.39393593522
79829.39425291763,16.61103851665573,610675.5471001806,2.0,2.0,Locale,Treno,Hotel,True,215108.94675166867
60973.35132603225,23.575329086284235,428821.2433047988,,2.0,Internazionale,,Hotel,False,159133.24865445576
45972.73182181345,6.786340780024531,546086.5122472914,3.0,4.0,Locale,Aereo,Appartamento,True,186812.91958509415
45322.080924660535,5.443911572766645,607961.5247823203,2.0,2.0,Internazionale,Treno,Hotel,True,205049.89789702633
36384.67361503467,2.595752092652387,689043.0236489086,2.0,1.0,Locale,Nave,Ostelli,True,224905.6439021899
44458.77712309619,3.560555246761833,406463.94070212776,2.0,4.0,Regionale,Nave,Hotel,False,144168.9707721864
49982.90124854659,2.5237330906434186,527586.0804515177,2.0,2.0,Locale,,Appartamento,True,183267.6747597286
47005.18613423103,6.573584263263083,532976.0732538592,2.0,0.0,Locale,Auto,Ostelli,True,183395.81504327327
43675.754459527365,16.857841949370183,368014.47712592024,2.0,1.0,Regionale,Aereo,B&B,False,132242.62036753976
51549.99597676877,29.62213554215129,625367.6474186734,2.0,0.0,Locale,Aereo,Hotel,True,213385.6922139864
55556.65812090135,26.695823582314684,571181.6583260777,4.0,2.0,Locale,Aereo,B&B,,199133.62655827397
58372.68720029663,24.521900169876,439807.0308829234,2.0,4.0,Regionale,Auto,B&B,False,161128.8528650253
49105.51059298653,21.842750056679744,305669.63457469165,1.0,3.0,Locale,Aereo,Hotel,False,116253.84566890076
61165.53334829799,10.065045685849311,435791.50042161596,1.0,,Locale,Aereo,Hotel,False,161320.41680063377
36549.884974088025,2.38957723565652,553355.4587046611,3.0,2.0,Internazionale,Auto,Hotel,,184282.18009844233
57815.19154050528,7.912401317890597,516546.49130770017,3.0,1.8192667088388248,Internazionale,Auto,Hotel,True,183872.1431625627
55854.46637093357,9.240117558326922,539609.6519763421,3.0,1.0,Locale,Auto,Hotel,True,189810.7287783694
38180.85853690401,18.196006528632434,478827.7634501059,4.0,3.0,Regionale,Aereo,Appartamento,False,162739.55830348376
48160.825626710845,21.40905962891751,459959.3891246411,,2.0,Locale,Aereo,Hotel,False,162068.22955074772
55283.27741388113,,444770.2010677932,2.0,1.0,Locale,Aereo,Hotel,False,161073.0990272785
34507.86317192613,13.559932466571805,598886.1743684995,0.0,3.0,Regionale,Treno,Hotel,True,196919.7838965129
46490.05886812562,19.467186306391344,536436.3509838382,0.0,0.0,Locale,Nave,B&B,True,184175.93472921426
57626.25269053628,22.737320012123295,539905.8031065918,4.0,0.0,Regionale,Treno,B&B,True,190785.66727724567
61108.98933943545,1.9739539220931723,604141.2045862206,4.0,1.0,Internazionale,Auto,,True,211797.6560455839
37210.867274369826,23.051338847574435,571491.1745418042,3.0,2.0,Internazionale,Aereo,Hotel,True,190053.3859997262
53114.32506126177,26.322621819873103,292212.6423265787,2.0,1.0,Internazionale,Aereo,B&B,False,114221.35522860447
44500.35847917854,13.253275762978605,452388.705585497,2.0,0.0,Regionale,Auto,Hotel,False,157967.19091523837
66400.08836446982,23.86604881628091,486807.74117819214,2.0,0.0,Locale,Auto,Hotel,True,179242.76653569253
41737.13686488752,5.298956733235695,405161.583788213,1.0,3.0,Regionale,Auto,Appartamento,False,142417.24356890767
54794.222362224966,16.541887965992974,394620.9840160033,1.0,1.0,Internazionale,,B&B,False,145783.60638591347
58015.56063405361,20.17193633516009,578178.7143386706,2.0,0.0,Regionale,Aereo,Hotel,True,202461.79461862796
47455.54535302205,27.800571159729017,350084.84877726797,0.0,0.0,Regionale,Aereo,Hotel,False,128753.22730969141
41860.837494914624,25.782857077855546,489798.55848712404,,0.0,Locale,Aereo,Hotel,False,167870.18629359454
39131.44811152061,24.645695808586108,785984.1353054829,4.0,2.0,Internazionale,Aereo,Hotel,True,255361.76464740516
43214.01333352482,23.529177018747884,534679.4564490882,0.0,0.0,Internazionale,Aereo,B&B,True,182010.84360148886
53149.15882356775,0.6750530790625975,999977.480450842,2.0,1.0,Internazionale,Aereo,Hotel,False,
48734.901332525784,2.470454735306334,367349.42174600344,2.0,2.0,Regionale,Auto,Hotel,False,134572.67719006393
54251.90770637314,24.2626142052197,548818.6773599372,2.0,2.0,Locale,Auto,B&B,True,191771.95706116772
46509.29143181095,0.1929930229476995,473597.2789703303,3.0,1.0,Internazionale,Aereo,B&B,False,165334.42940700456
71695.70874312708,14.844606837445294,440993.78247685207,0.0,0.0,Internazionale,Auto,Hotel,False,168145.98911461915
48584.19326362104,23.482362553445626,464652.09150568146,2.0,1.0,,Auto,Hotel,False,163688.12408351494
39220.15356645665,9.88157430322129,417713.5953905409,3.0,1.0,Regionale,Aereo,B&B,False,
43788.361113534505,7.343552915439284,429560.10270851996,4.0,1.0,Regionale,Aereo,B&B,False,150763.0113693232
26577.816593972748,5.655737788604504,377264.1644139278,0.0,1.0,Locale,Aereo,B&B,False,126468.15762116472
35824.33038999936,9.82125401077809,491990.2401480438,0.0,1.0,Locale,Auto,Hotel,False,165509.23723941282
68862.12815234234,13.741326557458516,,2.0,,Regionale,Nave,Hotel,True,221810.73953498123
40560.07594617096,20.095127286284566,648966.6813579736,0.0,0.0,Internazionale,Auto,B&B,True,214970.04238047756
50461.067182275976,5.204376242964437,329484.73993604747,2.0,0.0,Locale,Auto,Appartamento,False,124076.35557195221
54531.407270302996,19.28721432835762,592511.3080629952,1.0,1.0,Locale,Aereo,Hotel,True,205019.29605405006
41776.551078119206,26.753395806552042,556401.055342858,2.0,2.0,Regionale,Treno,Hotel,True,187808.99214191697
58251.20018891402,,,1.0,0.0,Locale,Treno,Hotel,True,179977.61737726734
59662.1730469015,17.652942021887846,467888.80491074076,1.0,1.0,Internazionale,Treno,Appartamento,False,
56433.01744760693,25.066079492939526,649652.9602326257,2.0,0.0,Regionale,Auto,Hotel,True,223112.79679359117
57994.67413523964,20.35212523233123,999977.480450842,3.255510211374088,,Locale,Aereo,Hotel,,176127.5860267762
62478.02738041526,24.725242224601498,460819.69496936665,0.0,1.0,Locale,Treno,Ostelli,False,294808.4633826443
43727.08039403722,14.655392106647936,593042.3270861013,3.0,0.0,Locale,Auto,Hotel,True,199776.838322849
56491.55845351272,18.205017101082085,,2.0,0.0,Locale,Auto,Hotel,False,143017.41801337595
65498.278933975096,3.8243611844633865,485279.79138024774,,3.0,Regionale,Aereo,Hotel,True,178333.87688106185
41800.20259898823,14.497356851061266,507958.54381864244,2.0,1.0,Internazionale,Aereo,Hotel,False,173288.06444508684
58856.53132201766,17.423547437994134,,4.0,3.0,Internazionale,Aereo,Ostelli,False,148969.00716191492
43915.287199536164,5.36125720464618,730116.1804885301,1.0,0.0,Locale,Auto,B&B,True,240992.69774632712
61311.25130658789,12.345068701487458,453304.8310841585,0.0,1.0,Locale,Auto,Appartamento,False,166647.0749785415
33019.4763764567,28.98707717793112,469811.2145767879,2.0,1.0,Regionale,Nave,B&B,False,157453.5025612647
55510.32603217035,18.1476839611225,661251.0664121339,2.0,3.0,Internazionale,Treno,Hotel,True,226130.8829397253
39923.78994433267,,,4.0,1.0,Regionale,Aereo,Hotel,True,201733.13581861733
57663.17837727141,11.650643275303361,438374.3587688752,2.0,0.0,Internazionale,Auto,Appartamento,False,160344.29681929824
50598.37256078695,10.51062557423369,471881.90288984415,0.0,3.0,Internazionale,Treno,Hotel,False,166863.7571473467
49801.338781442566,28.95547799985171,387227.50369743316,0.0,1.0,Locale,Auto,Ostelli,False,141068.92049995123
72276.57898432793,23.38480170775688,519012.1163507227,2.0,0.0,Locale,Aereo,Hotel,True,191842.32439738078
45310.96644611104,24.218005633452425,397038.5341257782,2.0,0.0,Locale,Aereo,Ostelli,False,141767.44346078896
54776.07846183748,25.22683947240334,582303.2203024301,4.0,2.0,Regionale,Nave,Hotel,True,202079.80532164776
39203.71947846686,,586279.5937041118,1.0,1.0,Locale,Treno,Hotel,True,195485.93785046696
35743.43976702165,3.1400744577364668,524928.4795191843,3.0,3.0,Regionale,Auto,Hotel,False,175350.86373926612
41490.605796381795,12.053656186519929,633399.0634641873,3.0,0.0,Regionale,Treno,Appartamento,True,210765.62193744708
,23.73443228886745,999977.480450842,1.0,0.0,Regionale,Aereo,Appartamento,False,127911.14045094214
65616.1793916686,25.46015536433031,334828.031120557,3.0,2.0,Locale,Treno,Hotel,False,133257.0990320014
50817.2622857284,23.678336983037426,446382.0402230386,3.0,0.0,Locale,Nave,Appartamento,False,
53492.26779817965,29.658457500870355,360727.4189243247,2.0,0.0,Internazionale,Treno,B&B,,134964.75957638724
38669.33991166366,20.841058737948668,626578.6911061946,1.0,3.0,Internazionale,Auto,Hotel,True,207308.47728769024
50382.811642844965,5.516145047884859,577283.6655604895,4.0,0.0,Internazionale,Auto,Ostelli,True,198377.30548956932
61275.43409911058,27.880597896826337,439381.1634241924,2.0,0.0,Locale,Auto,Appartamento,,162452.466076813
49494.09728407497,29.977208564827173,480943.9284300372,3.255510211374088,1.0,Internazionale,Treno,Appartamento,False,169031.02717104866
64139.43466088084,16.27730058924875,472956.653285832,1.0,0.0,Locale,Auto,B&B,False,173956.91331619004
46612.915614770325,13.056223256390027,377526.0346170544,1.0,,,Auto,Appartamento,False,136564.4681925015
60286.98240114066,18.180156803023372,465341.90080914105,3.0,0.0,Regionale,Aereo,B&B,False,169746.66144331265
41319.729363749095,16.74178251187226,383786.3992858347,2.0,1.0,Regionale,Aereo,Hotel,False,
48409.26735870458,2.0629157864193406,577964.363320479,4.0,2.0,Internazionale,Aereo,Ostelli,True,197594.742675496
,27.337475469281966,447055.9485874875,4.0,1.0,Locale,Aereo,Appartamento,False,164844.14083308313
51241.51773705367,,568492.4341313542,3.0,1.0,Locale,Aereo,Ostelli,True,196169.0891079331
63746.63600337504,10.090667293695125,350250.6689616318,2.0,0.0,Locale,Aereo,Hotel,False,136948.91869017703
44960.699268044,20.55797082563875,579304.681966856,3.0,1.0,Regionale,Treno,Hotel,True,196272.3542240788
61773.541063092336,28.53368168582267,587891.7566460316,1.0,1.0,Regionale,Nave,Hotel,True,207254.49752535566
63180.05140078676,6.12653155098387,525622.7953715129,1.0,0.0,Regionale,Auto,Hotel,True,189277.06431184727
34057.94289613557,19.261101851629597,552651.5184850163,4.0,2.0,Internazionale,Treno,,True,182825.22699357267
,27.438750405639574,526165.8124584755,2.0,0.0,Internazionale,Auto,Hotel,True,183188.85725055798
35711.250444593905,29.870240489223605,589543.8008552522,,0.0,Regionale,Treno,Hotel,True,194718.96547887262
58564.35303720827,2.920031692009065,343422.05409355165,0.0,,Locale,Auto,Hotel,False,132308.79274666964
63439.72985878527,6.632459867783412,594775.2394045426,3.0,0.0,Locale,Auto,,True,
36619.11830358273,21.69238828163413,509041.84306730784,1.0,0.0,Internazionale,Auto,Hotel,False,171022.3120719837
60394.35750604222,16.660112995315455,555786.28458391,2.0,1.0,Internazionale,Auto,Hotel,True,196933.46412819411
,,,3.0,0.0,Internazionale,Auto,Appartamento,False,157523.79500246653
44042.82284343474,23.011794376175224,450020.7192938576,2.0,1.0,Locale,Auto,B&B,False,157028.02720987465
37727.223069022635,23.1245530319793,516863.81237358827,1.0,0.0,Internazionale,Auto,B&B,False,173922.9552465878
59407.52674906536,3.86484203446674,421627.37376360386,0.0,,Locale,Auto,Appartamento,False,156191.97550361382
42002.43533466343,11.582074113526277,531201.315167466,0.0,0.0,Locale,,Appartamento,True,180361.6122175715
46571.11729472968,25.25102856055255,390486.8685180532,2.0,0.0,Regionale,Aereo,Hotel,False,140432.0192027808
46209.2886902252,12.34588583756804,472217.30558574555,1.0,0.0,Locale,Treno,Hotel,False,164770.03602083627
37246.23086973499,21.289982812430676,661090.022489947,0.0,1.0,Internazionale,Treno,Appartamento,True,216950.12218185162
37483.755759536194,0.9129830679955009,477362.22796402744,2.0,1.0,Regionale,,Hotel,False,161950.94626897632
47697.497079235196,22.480604367919543,543944.6344517918,2.0,1.0,Regionale,Auto,Hotel,True,187032.53887515512
52922.33004908031,21.15316648010254,378900.83409078256,0.0,2.0,Internazionale,Auto,Ostelli,False,294808.4633826443
63867.64177743938,20.103826584948663,547909.1237733518,4.0,1.0,Regionale,Auto,Hotel,True,196307.35802072522
65323.37546257872,25.385250478834664,477087.1712507609,1.0,1.0,Locale,Auto,Appartamento,False,175788.03910651765
56475.63873555619,21.42161406712222,734811.944065533,2.0,2.0,Locale,Auto,Hotel,True,248681.802587438
39612.818506462994,3.737645176216623,322655.3667848555,1.0,0.0,Internazionale,Auto,B&B,False,116603.21928868814
50474.81280809875,29.071390758976058,416348.04677027964,1.0,1.0,Internazionale,Auto,Hotel,False,150142.02043513328
37338.80382219772,12.83670349766059,463096.44905949465,0.0,2.0,Locale,Auto,Appartamento,False,157598.33662894726
67571.50821874845,18.35636763215284,448315.45730920555,2.0,1.0,Internazionale,Aereo,B&B,False,168280.79130213588
49644.22325835597,28.719364429980946,533697.9786244712,0.0,1.0,,Treno,B&B,True,184931.50521651935
58531.84469997087,26.942469123283807,331812.41745832167,1.0,0.0,Regionale,Aereo,Hotel,False,128809.84758748194
56153.27414359811,12.90596277371768,430938.53302656213,3.0,,,Treno,Appartamento,,157358.7969797677
74324.70081788018,20.880395018360545,542464.3817584519,3.0,0.0,Locale,Auto,Appartamento,True,199902.26493647567
49228.46754083121,21.418955049429627,507226.3836555456,2.0,1.0,Locale,Auto,Hotel,True,176782.54886707925
43119.895612739725,,569666.5271378995,,1.0,Regionale,Auto,Hotel,True,192460.10594773974
56852.6519232203,22.85218333929882,,2.0,1.0,Regionale,Treno,Hotel,True,196451.99328307118
53266.331540589614,24.53720275940077,,3.255510211374088,1.0,Regionale,Aereo,Hotel,False,107350.4794314542
40388.55361749415,5.736360792522496,426126.01027735526,0.0,2.0,Internazionale,Auto,Ostelli,False,148032.07989195365
42828.72065232119,7.501778173538107,473035.3546343573,1.0,1.0,Internazionale,Auto,B&B,False,163325.1667164678
46660.290332668555,8.924259193085135,440808.2385608035,0.0,1.0,Internazionale,,Ostelli,False,155572.61673457533
57206.40023034378,4.718465846872018,437115.68713997875,1.0,2.0,Regionale,Auto,Appartamento,False,159738.10625716552
51221.984542042126,13.751884277666864,429767.8245814837,1.0,0.0,Regionale,Aereo,Ostelli,False,154541.5396454662
47092.021409091816,29.88396381783158,471823.00061371364,1.0,,Internazionale,Auto,Hotel,False,165093.11088866
51006.15392229432,21.25335096603031,275156.5512019363,4.0,0.0,Locale,Aereo,Hotel,False,108050.84232172807
37766.75026410704,5.45117765627987,490283.34489651216,4.0,3.0,Locale,Treno,Hotel,False,165969.17860100715
79829.39425291763,13.232416604403452,573162.6920926224,0.0,2.0,Internazionale,Nave,Hotel,True,202271.26094732908
36774.50143142775,21.729395873473088,501143.3958043313,3.0,0.0,Locale,Aereo,Ostelli,False,168730.86945701324
58410.409040085906,10.910359057817798,488844.43477319396,,0.0,Internazionale,Treno,Ostelli,False,
39001.942747683526,11.324211753958703,565861.272485114,1.0,0.0,,Auto,Appartamento,True,189259.553119376
52017.42006579141,25.51141642678906,505776.30974043143,1.0,1.0,Locale,Auto,Hotel,True,
47220.9599695048,28.08525707111888,710820.8678230576,2.0,4.0,Regionale,Nave,Appartamento,True,236857.14033166965
68260.83725285,13.228979359276991,518425.25321032386,4.0,1.0,Internazionale,Aereo,B&B,True,189658.79458952215
,17.47237656051644,681100.3517108343,2.0,0.0,Locale,Auto,Hotel,True,236205.15825310507
51259.80281437308,7.761802120163258,,1.0,1.0,Locale,Auto,B&B,True,294808.4633826443
40956.2643437228,28.31847337870734,444553.85181188624,2.0,,Locale,Auto,B&B,False,153844.68771542725
48335.57358301626,17.146554386291125,486512.4927795561,4.0,2.0,Internazionale,Auto,Appartamento,False,294808.4633826443
61746.92750732876,7.840627167645803,,0.0,0.0,Regionale,Treno,Ostelli,True,214618.55862804042
46273.99754083135,22.061559119730994,531174.0290036923,,2.0,Locale,Nave,B&B,True,182489.60747152334
,19.05754315256864,522592.7007644559,2.0,0.0,Internazionale,Aereo,Hotel,False,169829.55665041797
60256.87730325562,23.330010910283622,559088.6361622773,3.0,2.0,Regionale,Auto,B&B,True,197855.62950031098
48865.96435446723,18.02548094247214,467503.9471510827,1.0,0.0,Locale,Nave,Hotel,False,164684.36632255843
34057.03135391243,7.833507058170132,560237.4634676918,1.0,1.0,Internazionale,Aereo,Ostelli,True,185099.95471726375
79829.39425291763,9.907273163348249,,3.0,0.0,,Auto,Hotel,False,138198.721557391
40723.33143594596,10.333695005723314,,3.0,2.0,Locale,Aereo,B&B,True,239088.5835751055
51859.15577328648,5.697821544827356,338628.1821881761,4.0,3.0,Locale,Nave,Hotel,False,127518.83254309607
50304.47352444326,14.197532512019299,399680.52412449924,0.0,1.0,Locale,Aereo,Hotel,False,145056.3939995714
68492.411351624,25.87967671424942,440208.745631316,4.0,2.0,Internazionale,Treno,Appartamento,False,166309.62936520678
55656.02858750677,18.816263853415123,682136.0956549272,3.0,0.0,Locale,Auto,Hotel,True,232469.44299023156
39619.07630694942,21.19534850708144,560399.7132774825,4.0,1.0,Regionale,Treno,Hotel,True,294808.4633826443
56660.67694301374,23.99915296117196,518175.87768131576,1.0,,Locale,Auto,B&B,True,183783.3017759016
36754.87729431901,17.910060318379468,481401.4244420496,3.255510211374088,1.0,Locale,Aereo,Ostelli,False,162798.0659797744
60773.51288971286,19.57825056882949,378540.52987120545,2.0,0.0,Internazionale,Treno,Hotel,False,
44423.359263529,28.859597655868075,447624.9256377265,1.0,2.0,Internazionale,,Appartamento,False,156499.35732308245
50250.56845010461,7.282159645445817,462039.34838798136,1.0,0.0,Locale,Auto,,False,163737.2887414467
31543.149238712107,13.832563677606856,596634.9005857639,1.0,,Regionale,Treno,Hotel,True,
,0.2960649232296564,681203.2755095068,3.0,0.0,Locale,Treno,Hotel,True,226318.96937459012
34485.51032372064,4.312299565581149,999977.480450842,2.0,2.0,Regionale,Auto,Ostelli,True,184889.11332802515
55635.67567026611,27.94576009379959,494317.13930353936,2.0,1.8192667088388248,Locale,Auto,Hotel,False,176113.37962619483
55154.88403850075,18.347575751192952,,3.0,1.8192667088388248,Internazionale,Auto,Appartamento,True,216310.35151234016
45203.594737298656,23.006506389335605,273699.7868596913,1.0,1.0,Locale,Aereo,Appartamento,False,104711.93342655672
44837.93702213068,13.442102110439153,511634.7000427565,0.0,1.0,Regionale,,Hotel,False,175909.3785238923
68090.72522663076,9.173522893788185,999977.480450842,1.0,0.0,Internazionale,Aereo,B&B,True,222544.16299919042
30584.27185771836,9.303075521535646,449293.7722548009,1.0,0.0,Internazionale,Auto,B&B,False,150080.46760529946
42359.81410886746,14.267101290647547,490512.4845469,2.0,1.0,Internazionale,Auto,Appartamento,False,168334.0524185037
