Numero di Veicoli,Velocità Media,Incidenze,Tipo di Strada,Veicoli Sostituiti,Numero di Incidenti,Categoria Strada,Ora del Giorno,Giorno della Settimana,Allerta Traffico,Predict
5439.590399722598,11.806182441144276,0.897968607468056,,90.0,11.0,Autostrada,Mattina,Lunedì,True,1087.0068522826457
,58.39842154836851,7.694223343662914,1.0,102.0,14.0,Autostrada,Pomeriggio,Sabato,False,892.1206207375994
4945.720160247047,54.357661211967184,6.316655472673528,6.0,78.0,10.0,Strada Urbana,Mattina,Mercoledì,False,985.6032625700147
5328.031645058696,61.322064432884375,2.534460676763024,8.0,83.0,8.0,Autostrada,Notte,Domenica,True,1060.2344607714797
3803.2524710645494,6.014182692880774,5.478120532916321,10.0,97.0,,Strada Provinciale,Sera,Venerdì,False,761.6925121034968
4496.555719211329,48.76153621546794,7.261492636233291,8.0,106.0,10.0,Autostrada,Mattina,Domenica,False,896.6134380115891
5842.796132117004,4.991892625676071,,9.0,95.0,11.0,Autostrada,Sera,Martedì,True,1169.5444942703512
3994.5108139804756,13.83748864268477,5.402160997712537,7.0,104.0,8.0,Strada Urbana,Mattina,Venerdì,False,799.1390622311404
4855.465162595305,60.218148706621044,0.959012229519697,8.0,98.0,,Strada Provinciale,Notte,Martedì,False,965.3589213172548
4902.459938986711,70.466867989734,2.7610422599504303,9.0,108.0,11.0,Strada Urbana,,Martedì,False,
2835.9813838636533,88.51887279201945,8.80243598923883,,107.0,10.0,Autostrada,Mattina,,False,560.9851202903004
5220.531061535721,7.244563966392827,6.13261169419251,5.0,90.0,9.0,Strada Provinciale,Sera,Mercoledì,,1045.2215394187629
,64.54754607159764,2.3795699404394437,8.0,99.0,8.0,Strada Provinciale,Sera,Lunedì,True,1557.454108723199
5389.8184263470175,89.21078099419508,,5.0,102.0,9.0,Autostrada,Sera,Venerdì,,
3677.2504579278066,97.13389144159751,8.29046354221735,7.0,87.0,8.0,Strada Urbana,Mattina,Mercoledì,False,728.2238415040667
,,5.032769641262002,3.0,107.0,7.0,Autostrada,Mattina,Domenica,False,866.045475701518
4619.08131612968,91.00077242974142,4.379916150458985,10.0,101.0,7.0,Strada Provinciale,Sera,Giovedì,False,916.0301608280996
4461.623154062299,60.84803234431916,1.5748126582151083,7.0,88.0,9.0,Strada Urbana,Sera,Domenica,False,886.7122713754925
4921.7054448413755,41.60291842840151,10.101205325174679,8.0,104.0,18.953642585370954,Autostrada,Mattina,Lunedì,False,983.2111587229874
4879.483796499755,28.182391401268838,3.5254498193398502,7.0,103.0,17.0,Autostrada,,Venerdì,False,974.1361551056261
4253.706285963213,65.00563775822062,0.5188100781619918,,98.0,12.0,Autostrada,Mattina,Mercoledì,False,844.3963364402692
4365.778489973142,0.03743618985991404,9.967217476953962,6.0,95.0,6.0,Autostrada,Pomeriggio,Venerdì,False,876.1421196187288
3379.570717797294,9.511504532034415,3.3654286536752984,10.0,189.9595394490244,13.0,Autostrada,Sera,Lunedì,False,675.972621702358
,71.14753155325116,5.848841412756638,,92.0,12.0,Strada Provinciale,Pomeriggio,Lunedì,True,1557.454108723199
4179.820816214548,72.3849133345711,0.0,8.0,101.0,15.0,Strada Urbana,Mattina,Venerdì,False,828.7256719094527
7010.815516593927,,2.061833692443521,5.0,78.0,12.0,Autostrada,Notte,Venerdì,True,1399.2597859471978
7850.518184409375,118.88206325076581,1.249067612227047,6.0,92.0,12.0,Autostrada,Pomeriggio,Sabato,True,1029.0175300339674
3874.59240637602,66.61424127676423,4.450951591416036,6.0,100.0,13.0,Autostrada,Notte,Sabato,False,769.5923426249524
5472.8431516156215,78.44197589449236,10.20517606151474,10.0,91.0,11.0,Autostrada,Notte,Martedì,True,1089.7859855521294
3261.7999448253836,84.60778312390929,5.048004106014354,10.0,105.0,11.0,Strada Urbana,Mattina,Mercoledì,False,645.4136118844901
4278.950012832035,77.30028587018265,9.205749790601361,9.0,100.0,7.0,Autostrada,Sera,Domenica,False,850.8216989165692
3195.1612745213947,28.40064663858584,0.18875675489977706,7.0,96.0,5.0,Strada Urbana,Pomeriggio,Giovedì,False,636.2488172668903
3023.2857500077675,3.5562611724752413,3.6973185940897424,5.0,82.0,13.0,Autostrada,Notte,Giovedì,False,605.4107194625329
6766.841515556342,97.20095673040919,6.59403006531914,9.0,,12.0,Autostrada,Sera,Venerdì,True,
5039.422203689466,35.630786637996934,6.558834318507244,,119.0,8.0,Strada Urbana,Sera,Domenica,True,1006.2890123696458
7211.3445200077895,114.12948373289377,2.2843453428012035,9.0,93.0,9.0,Strada Urbana,Sera,,True,1431.541259231109
7503.499807458347,95.96863111487367,7.610302441357245,10.0,93.0,12.0,Autostrada,Notte,,True,1493.3861891125891
4393.910376419498,32.17107563567966,7.454061249165996,5.0,96.0,4.0,Autostrada,Pomeriggio,Lunedì,False,877.8011860950814
,67.51894714481443,4.212140188259738,8.0,89.0,15.0,Strada Urbana,Notte,Domenica,False,969.8320765045432
4726.5814057016605,7.118474688004692,4.800503440619535,9.0,113.0,18.0,,Pomeriggio,Giovedì,False,946.0445847037176
5662.840403933683,99.13650083736928,4.1642378985241395,14.812342138768171,119.0,9.0,Autostrada,Mattina,Martedì,True,1128.5603474861718
4409.2209577734375,58.81164440067853,,9.0,124.0,8.0,Strada Provinciale,Mattina,Venerdì,False,877.5770262064517
3735.8971384987685,65.69690549641457,7.5597190097322144,7.0,96.0,8.0,Strada Provinciale,Notte,Giovedì,False,742.877652853032
4487.93249720087,93.960732970711,2.6330364422159334,8.0,,6.0,Strada Urbana,Notte,Venerdì,False,888.9803370757677
4433.595076074312,86.12435743257288,4.859628844048749,5.0,110.0,3.0,Autostrada,Notte,Martedì,False,879.5644681248197
4364.283671274817,40.253851884853525,11.728813550732067,10.0,95.0,6.0,Strada Urbana,Notte,Venerdì,False,872.3499931316977
4310.299078434897,89.93489599212867,,5.0,114.0,13.0,Strada Urbana,Notte,Domenica,False,853.322619059613
4595.743352558119,99.3895511565235,8.010152420879947,5.0,88.0,18.953642585370954,Strada Urbana,,Martedì,False,
6124.853957360787,71.26722392186004,5.53421540799514,8.0,110.0,12.0,Strada Provinciale,Sera,Giovedì,True,1219.5043337023699
6208.599604419626,14.00351748567251,4.457643212393636,10.0,116.0,10.0,Autostrada,Sera,Domenica,True,1241.656862099076
4950.4346538145555,76.10365690733025,2.9269830183279493,8.0,107.0,10.0,Autostrada,Notte,Lunedì,False,983.3546599776765
5732.811354132428,27.601544998693406,6.260435230964843,10.0,92.0,6.0,Strada Provinciale,Mattina,,True,1145.6802468959058
4965.916688406801,,5.101614346835491,10.0,96.0,13.0,Autostrada,Sera,Martedì,False,991.635582618839
4968.002942742576,56.38241440994599,5.498688947539131,9.0,189.9595394490244,,Autostrada,Pomeriggio,Giovedì,False,989.6119537917823
,5.9611324180236425,0.9824660092155053,5.0,96.0,8.0,Autostrada,,Mercoledì,,1557.454108723199
3925.322086199505,1.5281421330740619,5.800494002882539,4.0,91.0,9.0,Autostrada,Notte,Venerdì,False,786.6517512274585
5568.59242159976,7.43472065638243,9.993060938633974,9.0,98.0,13.0,Autostrada,Notte,Mercoledì,,1115.972930535904
5693.241493270079,86.42426998839693,3.698645158722495,8.0,104.0,9.0,Strada Provinciale,Mattina,Mercoledì,True,1131.1154652027928
5890.288476027086,97.47882742294085,5.637750393990345,7.0,89.0,9.0,Autostrada,Sera,Giovedì,True,1170.0011375813203
,119.47551729518835,4.8118345206475,7.0,108.0,12.0,Strada Urbana,Notte,Sabato,False,729.5373367842504
5518.960409884869,99.13650083736928,5.364329129534168,8.0,94.0,18.953642585370954,Autostrada,Pomeriggio,Lunedì,True,1098.4852320556
6735.301101790163,59.60259763740598,4.479534099235118,5.0,117.0,7.0,Strada Provinciale,Pomeriggio,Lunedì,True,1342.4438208240626
3722.1813594905034,58.56278944100374,5.144992126584109,10.0,103.0,5.0,Autostrada,Pomeriggio,Mercoledì,False,740.1234905919755
4300.255576719062,38.13312374280508,1.9930968340063862,5.0,112.0,8.0,Autostrada,Pomeriggio,Domenica,False,856.835732019734
5716.244552955261,98.8594904406747,2.2743773207616265,14.812342138768171,102.0,13.0,Autostrada,Sera,Venerdì,True,1134.0452747432132
4244.837384784056,105.80184409211844,3.9930450880881656,10.0,78.0,8.0,Strada Urbana,Pomeriggio,Venerdì,False,839.5852060740258
5799.4548285352985,115.95366500721457,0.7772757011463938,6.0,93.0,17.0,Autostrada,Mattina,Lunedì,True,1148.5287819166822
5075.589612926267,0.20214348632164203,0.0,10.0,91.0,9.0,Autostrada,Pomeriggio,Martedì,,1015.0977082366213
5837.147069045879,54.65284921803167,9.986009291265535,9.0,85.0,11.0,Strada Urbana,Mattina,Venerdì,True,1164.9599316747524
6827.543448699812,34.01945321462827,3.0966760043708934,7.0,105.0,5.0,Autostrada,Notte,Mercoledì,True,1363.035747219811
4192.3225528759085,68.31890883061372,5.775678307583641,10.0,103.0,12.0,Autostrada,Notte,Venerdì,,833.3653231843954
3358.4704354810583,44.91489310779332,9.370643182881805,5.0,101.0,10.0,Strada Provinciale,Pomeriggio,Venerdì,False,670.0137907402968
4024.9476896737992,2.860197709487413,,7.0,93.0,6.0,Strada Urbana,Notte,Giovedì,False,805.4873686451324
3848.474038417112,118.90172146468599,4.02630564604844,4.0,103.0,9.0,Autostrada,Pomeriggio,Martedì,False,759.0125272307683
4277.313841596289,23.039006045551005,0.0,7.0,106.0,,Autostrada,Pomeriggio,Lunedì,False,853.1588677147029
5963.583683495233,70.17358189529551,3.1498235360937574,8.0,,,Autostrada,Sera,Mercoledì,True,1186.6443255703452
6130.03960257104,28.829767795962372,6.107905880947056,10.0,112.0,10.0,Autostrada,Pomeriggio,Venerdì,True,1224.957315498896
6150.037652709643,18.946962728694942,1.780763099750951,8.0,,9.0,Autostrada,Mattina,Sabato,True,1228.6470631989846
4268.163635854564,66.67771656682947,,8.0,103.0,11.0,Autostrada,Notte,Sabato,False,849.2271625999377
6623.185353173818,9.956530704738684,2.7321076947521035,10.0,98.0,6.0,Strada Urbana,Pomeriggio,Mercoledì,True,1324.4610498727152
6110.958340572619,35.96157173065335,4.303581243071321,5.0,96.0,13.0,Autostrada,Pomeriggio,Martedì,True,1219.8865853143798
3801.641265592575,28.79565467230941,7.464453456494895,10.0,102.0,6.0,,Pomeriggio,Mercoledì,False,
5298.43468132699,28.444949240869533,6.60307257073382,6.0,113.0,13.0,Autostrada,Sera,Venerdì,True,1058.8233631125313
5459.833204428472,1.701899666968889,7.920773970654262,10.0,100.0,,Autostrada,,Venerdì,True,1094.172683110194
4894.8833449267295,56.86458550513496,2.450022295722363,8.0,91.0,8.0,Autostrada,Mattina,Lunedì,False,974.025217123549
5668.955439871674,111.11495792023658,6.027856523047164,7.0,97.0,5.0,Autostrada,Sera,Domenica,True,1124.4879491392253
4407.385435975112,44.70394019785343,7.114861441428538,6.0,106.0,9.0,Strada Urbana,Sera,,False,879.1411516076657
5014.127669410472,113.7954302132077,6.685848643558239,8.0,90.0,9.0,Strada Urbana,Notte,Mercoledì,False,993.4517454538411
5773.709446328733,20.694403258673493,4.818317387091644,10.0,99.0,12.0,Autostrada,Mattina,Lunedì,True,1154.1179441560068
4487.564079499049,60.364286368494916,9.84937652206536,9.0,100.0,11.0,Autostrada,Notte,Giovedì,False,894.43120021958
5687.204756193796,60.24299189693919,3.783027304320129,7.0,106.0,,Strada Urbana,Mattina,Sabato,True,1132.5515602403614
5865.287165324126,,4.038557203999479,10.0,98.0,9.0,Strada Provinciale,Mattina,Sabato,True,1167.9224151675958
5304.15337762596,44.56926051074018,10.043510301294704,8.0,102.0,1.0,Strada Provinciale,Notte,Martedì,True,1059.3868025645065
3470.2393205333824,36.790210557198805,8.150810487692652,10.0,114.0,10.0,Strada Urbana,Notte,Mercoledì,False,692.8140861972645
3930.8133876304296,110.1544785326786,4.599670852889774,7.0,92.0,11.0,Autostrada,Mattina,Martedì,False,
4688.789456973191,82.29072566402458,1.3685647654366746,10.0,100.0,14.0,Strada Urbana,Mattina,Lunedì,False,929.9393882578667
6215.774989429119,103.97762343720943,7.852618674783546,8.0,97.0,13.0,Strada Urbana,Pomeriggio,Mercoledì,True,1235.1130211445382
3667.7614635262034,97.88182916518649,6.367269645913612,9.0,98.0,18.953642585370954,Autostrada,Pomeriggio,Lunedì,False,725.6742906824961
4882.861026733461,97.48609860417035,,10.0,96.0,8.0,Autostrada,,Mercoledì,,968.1985715555421
6070.284336353112,,6.608589810321012,5.0,93.0,7.0,Strada Urbana,Mattina,Lunedì,True,1210.924072531952
4744.387367745946,55.30780364740601,6.111165235873422,9.0,105.0,14.0,Strada Provinciale,Pomeriggio,Venerdì,False,945.1800427552107
5015.587113090044,86.78311306980419,9.712036841606544,10.0,84.0,10.0,Strada Urbana,Mattina,Lunedì,False,997.3527223635105
4214.366227274028,69.66458647327018,5.629506575203403,,102.0,18.953642585370954,Autostrada,Pomeriggio,Venerdì,False,837.5956387800395
5969.418334148198,53.8260395074633,5.117661340329835,6.0,108.0,17.0,Strada Provinciale,Sera,Sabato,True,1190.0363612809922
4932.810501264257,107.73718300914422,1.0147657430164498,2.0,,8.0,Strada Provinciale,Mattina,Martedì,False,976.092811674842
5593.635571393456,,1.822205962021048,7.0,118.0,7.0,Strada Provinciale,Pomeriggio,Lunedì,True,
4992.717918802083,8.751377386461483,11.288186852349,10.0,,14.0,Autostrada,,Giovedì,False,1001.0549020774752
6042.649364024993,18.799958152004073,4.721544468483748,10.0,121.0,14.0,Strada Urbana,Pomeriggio,Sabato,True,1208.0663403303433
,61.10602376446646,6.362799317516623,7.0,99.0,20.0,Strada Urbana,Pomeriggio,Martedì,True,1194.6789207072165
6177.34186070963,99.13650083736928,6.799370594624872,6.0,99.0,9.0,Autostrada,Notte,Martedì,True,1235.4527398359212
3443.682457373745,,3.1916658786120764,6.0,95.0,9.0,Autostrada,Notte,Martedì,False,686.7331395599631
4686.878166485063,68.39368673579916,4.252665102011164,,101.0,13.0,,Sera,Giovedì,False,931.8120641540361
6235.716817701129,23.804248058562507,10.381459852687481,5.0,106.0,,Autostrada,Sera,Lunedì,True,1557.454108723199
6437.2299310782855,3.573900881021128,7.341623114275671,8.0,95.0,8.0,Autostrada,Mattina,Sabato,True,1289.2910830618378
4383.532553860237,41.67198225555546,4.149763747005392,4.0,96.0,8.0,Strada Urbana,Pomeriggio,Venerdì,False,873.7842416705936
2528.2098395888593,40.54060716172751,1.2735365170024089,6.0,93.0,10.0,Strada Provinciale,Notte,Venerdì,False,501.96996815669985
2974.7630489424077,100.41610026319135,1.4888575788446565,8.0,99.0,8.0,Strada Urbana,Notte,Sabato,False,585.3576570358158
4979.997482794508,45.321390847149736,4.828036638369525,4.0,103.0,4.0,Autostrada,Mattina,Lunedì,False,992.9157684656975
4558.303788068246,64.24431696418186,3.716956306013192,10.0,93.0,15.0,Autostrada,Notte,Venerdì,False,906.351412809035
5995.91778595465,61.524640661678994,6.1339383324101995,5.0,108.0,13.0,Strada Urbana,Sera,Venerdì,True,1194.8712746244853
2797.3237546956675,75.40727946621118,8.997665978487078,6.0,116.0,11.0,Strada Urbana,Pomeriggio,Martedì,False,554.6233227860586
6574.610022404516,86.31829658803,0.0,10.0,102.0,18.953642585370954,Strada Urbana,Mattina,Domenica,True,1306.2901748221002
6546.160289052228,53.40912955539294,4.256964128558843,3.0,100.0,,Strada Provinciale,Pomeriggio,Giovedì,True,1305.168234093474
5673.635427601136,112.67223986018669,2.597821758964974,10.0,96.0,12.0,Strada Provinciale,Sera,,True,1124.2392080618981
5791.968669724711,72.24419348516074,2.2769100056481357,,103.0,9.0,Autostrada,Notte,Mercoledì,True,1151.8523875981207
4216.423382082022,85.87837965108957,3.555714760941538,14.812342138768171,91.0,5.0,Autostrada,Pomeriggio,Domenica,False,
7850.518184409375,27.010792553464228,4.222893958892872,9.0,97.0,17.0,Strada Provinciale,Mattina,Venerdì,True,1059.4604448050977
5279.542926162264,99.13650083736928,4.962216043237282,7.0,96.0,10.0,Strada Provinciale,Sera,Lunedì,True,1051.6170191249028
4830.900378778312,107.00831968488608,9.00422679758082,7.0,97.0,10.0,Autostrada,Notte,Giovedì,False,958.1805118264482
5109.9713888124,25.84424838782919,2.498433459808245,10.0,85.0,12.0,Strada Provinciale,,Giovedì,True,1020.1593829616396
6030.276794765185,98.3461348190189,5.49346358934951,9.0,93.0,,Strada Provinciale,Sera,Mercoledì,True,1197.86878454794
4419.900570498644,36.08955540508566,5.27002112396135,10.0,93.0,13.0,Strada Provinciale,Notte,Domenica,False,881.9521648964087
4405.760879372732,56.785759669394295,5.639066269426973,7.0,189.9595394490244,14.0,Strada Provinciale,Sera,Lunedì,False,877.1653197884352
5709.040559218252,3.1998980285378265,1.9679112599465927,10.0,108.0,11.0,Strada Urbana,Sera,Mercoledì,True,1142.0784954187807
2762.3581700935,81.46890653924233,4.300266196528447,,,12.0,Strada Provinciale,Mattina,Mercoledì,,545.6148232237342
7850.518184409375,108.28428502389463,6.778990580479551,10.0,97.0,11.0,Autostrada,Notte,Lunedì,False,821.8914466497309
4869.5522066235335,58.27163326651468,6.656404128606164,6.0,102.0,10.0,Strada Provinciale,Sera,Venerdì,False,970.0801992366372
4886.334695650024,62.86847804137045,3.217586453563258,5.0,115.0,14.0,,Sera,,False,
,99.13650083736928,3.2801173714680942,5.0,89.0,9.0,Autostrada,Notte,Giovedì,,947.4559656735361
4757.0842200457755,82.16624636055641,5.537109703921179,3.0,91.0,6.0,Strada Urbana,Notte,Venerdì,False,1557.454108723199
4235.471211835057,111.2484552658509,,9.0,,13.0,Autostrada,Notte,Martedì,False,1557.454108723199
5836.43471115351,21.147069459552664,5.527196319223606,10.0,85.0,,Autostrada,Notte,,True,1166.8303941805136
2198.4433710919666,98.07886716196822,5.054806147774868,10.0,101.0,6.0,Autostrada,Sera,Mercoledì,False,431.39722934652895
6093.094249211881,,8.24424188907166,4.0,112.0,9.0,Autostrada,Sera,Mercoledì,True,1216.430258048659
2934.014168773056,87.77678253021467,,10.0,114.0,8.0,Strada Provinciale,Pomeriggio,Mercoledì,False,579.5126242742148
4561.914697728928,71.35307091757367,7.479937416546246,10.0,100.0,12.0,Strada Urbana,,Mercoledì,False,907.4916136789922
6555.49158941669,22.654950813052114,3.7171501862228205,7.0,94.0,9.0,Autostrada,Mattina,Giovedì,True,1309.9479678578996
6906.752388270471,57.39809986118077,,10.0,103.0,8.0,Strada Provinciale,Mattina,Lunedì,True,1377.7552570040712
4219.067619561755,118.57905411012936,6.98944083998636,6.0,109.0,10.0,Strada Provinciale,Pomeriggio,Martedì,False,834.0524507533341
4732.147112855093,60.12699563471203,7.62302155223891,10.0,98.0,10.0,Autostrada,Pomeriggio,Martedì,False,942.7036294732192
3579.994215699794,105.70118833892602,11.254907660615292,8.0,87.0,10.0,Autostrada,Notte,Sabato,False,708.8051966042508
5851.950933340185,41.29286553803267,3.6934743916762462,9.0,108.0,13.0,Strada Urbana,Notte,,True,1167.3689424317365
5108.284549981208,43.101119804265004,8.831555398989844,8.0,89.0,12.0,Strada Urbana,Pomeriggio,Lunedì,True,1019.996264635512
4213.631065528963,34.519099703957494,6.21938401243448,10.0,92.0,14.0,,Sera,Mercoledì,False,841.1401183391272
5803.122612025304,88.46684801134319,5.173386773650832,10.0,92.0,10.0,Strada Provinciale,Pomeriggio,Lunedì,,1153.3298536360217
5493.782487200672,116.23237785460684,0.0,6.0,109.0,6.0,Strada Provinciale,,Lunedì,True,1087.1332596546738
6044.356984690324,18.133468058430196,11.469895155873163,4.0,99.0,13.0,Autostrada,Mattina,,True,1210.499018678984
3518.979702768248,22.502236295003577,7.9974595358179545,10.0,101.0,9.0,Autostrada,Notte,Domenica,False,703.9449547848947
7850.518184409375,113.34471205977043,1.4083167985592704,9.0,94.0,5.0,Strada Provinciale,Pomeriggio,Sabato,False,792.4738399512989
6097.095966737375,106.97877440638639,5.136631961029559,10.0,80.0,4.0,Autostrada,Mattina,Giovedì,True,1210.2623054951453
4715.607582323831,99.54787576560318,3.8581107942880637,10.0,96.0,18.953642585370954,Strada Urbana,Notte,Sabato,False,1557.454108723199
4201.141102447552,49.963834843438796,11.793744589567286,7.0,98.0,12.0,Autostrada,Mattina,,False,1557.454108723199
5003.9304855112705,3.6229223118310427,3.523402186934197,5.0,98.0,7.0,Strada Urbana,Mattina,,False,1001.4808255271513
3878.527264133837,7.356038031133485,3.4585127452542883,4.0,111.0,14.0,Autostrada,Mattina,Mercoledì,False,776.0074028472304
5328.216452620268,76.06743296651427,0.0,7.0,92.0,12.0,Autostrada,Mattina,Mercoledì,True,1058.036547227402
5037.962586333351,108.9910389761497,12.14785879105848,10.0,95.0,5.0,Strada Urbana,Sera,Lunedì,False,
2219.4668345745363,113.1321224601374,,6.0,88.0,8.0,Autostrada,Notte,Martedì,False,433.39879164784384
5801.346483479427,94.80842543187296,9.174751121791557,10.0,104.0,4.0,Autostrada,Notte,Mercoledì,True,1153.5408794892357
,36.8021658455599,8.25470880323117,10.0,112.0,14.0,Strada Urbana,Notte,Mercoledì,True,
5997.911860217926,99.13650083736928,8.470524498174061,10.0,119.0,10.0,Autostrada,Pomeriggio,Martedì,True,1201.8567951216246
5554.395129994912,109.45530065647388,7.779517843143291,10.0,79.0,6.0,Strada Urbana,Pomeriggio,Giovedì,True,1102.2673512862782
7850.518184409375,76.07784752707198,5.367893349275864,7.0,96.0,9.0,Autostrada,Sera,Giovedì,False,945.9223810842609
4872.227599251695,97.62077866620592,8.15634259964061,8.0,99.0,12.0,Strada Provinciale,Mattina,Mercoledì,,967.1303447636107
4812.039017170463,16.642631759453742,3.821647053399121,10.0,98.0,13.0,Autostrada,Pomeriggio,Lunedì,False,961.890034374167
4355.840219945759,73.65618203244091,4.960275141195782,8.0,96.0,7.0,Autostrada,Mattina,Giovedì,False,865.2905083282664
5203.722843231804,114.27149005340411,5.468386325469889,6.0,103.0,9.0,Strada Urbana,,Giovedì,True,
6078.484997825665,68.05899355301949,8.701546857722708,5.0,113.0,6.0,Strada Urbana,Pomeriggio,Martedì,True,1211.501564267148
6039.040996968382,58.27153798744415,3.8141243906244737,,85.0,9.0,Autostrada,Pomeriggio,Giovedì,True,1203.1252829121195
5610.199386138045,116.47313807100323,5.435405724804861,5.0,88.0,7.0,Autostrada,Notte,Lunedì,True,
6172.801444546113,59.46234690040326,2.954412796097585,6.0,98.0,16.0,Strada Urbana,Notte,Sabato,True,1229.5003780580116
3828.535866964996,104.94194131340154,,6.0,114.0,8.0,Autostrada,Pomeriggio,Lunedì,False,757.683914940118
3779.7174766702183,63.55248238872178,5.85486458885064,5.0,100.0,5.0,Autostrada,Notte,Lunedì,False,751.3447064718268
5075.972546546302,64.35223770212797,5.897439932887027,6.0,98.0,14.0,Autostrada,Notte,Martedì,True,1010.5285175189138
4595.139233546039,87.77773090426581,4.709679949161783,10.0,104.0,10.0,Autostrada,Mattina,Lunedì,False,911.6629776035297
4587.473613701263,50.745297918475835,,7.0,114.0,6.0,Strada Urbana,Pomeriggio,Sabato,False,913.3334216094627
5807.87821193849,99.13650083736928,6.279399734694167,6.0,109.0,15.0,Strada Urbana,Pomeriggio,Mercoledì,True,1162.605294525122
4133.121640221588,,0.759720233797835,10.0,,11.0,Autostrada,Mattina,,False,824.776146057924
6473.772046138883,39.20254147064797,4.828666958439938,5.0,112.0,10.0,Autostrada,Pomeriggio,Sabato,True,1292.282755168244
4139.183404696629,44.56229049196605,6.2600109182507815,10.0,95.0,8.0,Strada Urbana,Notte,Giovedì,False,825.2584551656043
5531.374946474658,98.52756617657003,3.8286546489715643,7.0,86.0,10.0,Autostrada,Pomeriggio,Venerdì,True,1097.570829071966
6503.90238794082,118.27370773015255,7.821917255918486,8.0,99.0,9.0,Strada Provinciale,Sera,Domenica,,1291.2996819919244
5541.193836552373,7.677182810507999,12.178317579402833,10.0,106.0,,Strada Urbana,Sera,Sabato,True,
4266.8965607615155,105.9767536398177,8.528995877544535,7.0,74.0,8.0,Autostrada,Sera,Martedì,False,845.3403355515846
4207.296401449529,75.77645044255128,6.4593439783361735,8.0,106.0,11.0,Strada Provinciale,Notte,Venerdì,,835.8194384391516
4261.443923441447,106.09443976191754,9.774404790212039,8.0,89.0,10.0,,Pomeriggio,Domenica,False,844.6116621491612
5614.8772272937,35.62474267065745,1.205760819283321,,103.0,12.0,Autostrada,Pomeriggio,Mercoledì,True,1119.7746994374593
6101.6467260083045,59.76155119195245,5.541988173335025,9.0,105.0,4.0,Autostrada,Pomeriggio,Domenica,True,1216.0157865344663
5677.020053387765,29.03161213101146,4.095179537969351,5.0,99.0,,Autostrada,Pomeriggio,Lunedì,,1133.7294033258427
5722.71248737466,,7.914232689922214,10.0,99.0,6.0,Strada Urbana,Sera,Lunedì,True,1146.3987407605725
6678.472208753631,,5.233909407222684,,101.0,7.0,Strada Urbana,Notte,Sabato,True,1330.6382068383557
4996.45621864698,91.84107200599878,6.702331008403519,7.0,98.0,9.0,Autostrada,Mattina,Mercoledì,False,992.1178358313173
5786.242200317156,10.657649248416767,5.6677832639413195,10.0,,12.0,Autostrada,Notte,Giovedì,True,
5905.053028869811,84.748895000665,2.5222736383821895,8.0,97.0,6.0,Strada Urbana,Sera,Mercoledì,True,1173.2923983654105
4157.957490688481,115.61878982041942,5.997647426039852,10.0,113.0,,Strada Provinciale,Pomeriggio,Mercoledì,False,821.8289133834663
4788.678785707359,63.502896049085834,7.724575138422388,10.0,99.0,9.0,Strada Provinciale,Sera,Venerdì,False,953.70284007809
4876.548325802706,69.56647473884394,3.431528526910576,5.0,97.0,11.0,Strada Urbana,Sera,Mercoledì,False,969.3824762447301
,116.30446023011032,0.0,9.0,,5.0,Autostrada,Pomeriggio,Venerdì,True,1222.8285745761139
4286.589643242575,66.36995169968499,2.0927195801155047,6.0,97.0,9.0,Autostrada,Pomeriggio,Sabato,False,851.3087493525813
5847.925272492153,75.20064227383807,6.268193495149379,4.0,108.0,6.0,Autostrada,Sera,Domenica,True,1163.9454483195918
4085.561602788487,11.952665138352344,7.644127860052825,6.0,94.0,7.0,,Notte,Venerdì,False,818.2102924018781
6965.262309865791,,0.7268047455457864,5.0,111.0,9.0,Autostrada,Mattina,Giovedì,True,1392.8949981455974
,29.158535854616318,8.68254210297582,10.0,103.0,9.0,Autostrada,Pomeriggio,Mercoledì,False,793.0367321922914
6545.465725385766,77.26695901668488,3.0824620718291795,5.0,104.0,8.0,Strada Provinciale,Pomeriggio,Martedì,True,1302.2911877970334
4709.220800877447,3.7371368768112,1.6298104411140302,8.0,109.0,9.0,Strada Provinciale,,Martedì,False,941.9593896201424
4882.359722238876,77.86730343559829,2.808922417946949,8.0,94.0,7.0,Autostrada,Pomeriggio,Lunedì,False,969.5278908295995
5566.452814573329,85.20264508493581,3.4361637914950736,6.0,106.0,9.0,Autostrada,Mattina,Domenica,True,1105.801147543621
3712.7067535553306,68.27385275394225,0.0,,78.0,6.0,Autostrada,,Venerdì,False,735.7139654356719
5914.163242849646,6.746535884303615,3.631153384035534,10.0,107.0,8.0,Strada Urbana,,Venerdì,True,1183.2473409967095
4334.25711790396,118.16849249123882,9.52536891159241,10.0,,5.0,Strada Provinciale,Pomeriggio,Martedì,False,1557.454108723199
4535.743576636967,61.96614924413036,4.143600960123454,7.0,81.0,7.0,Strada Urbana,Notte,Giovedì,False,902.1951806910175
5579.733316955783,99.13650083736928,4.665651774119831,,90.0,11.0,Autostrada,Notte,Lunedì,True,1105.7170354549228
5282.82983593467,91.04154420725158,7.987617112092009,,92.0,6.0,Strada Urbana,Sera,Domenica,True,1049.8580978998366
3244.387463885984,44.613742534148,8.47581851722785,6.0,189.9595394490244,9.0,Autostrada,Notte,Mercoledì,False,646.9588640789505
