Consumo Giornaliero (kWh),Numero di Abitazioni,Temperatura Media Giornaliera,Tipo di Settore,Fascia Oraria,Consumo per Settore,Giorno della Settimana,Fonte di Energia,Tipo di Contratto,Efficienza Energetica,Predict
2603.0258811005624,370.14779111713915,6.207462021860428,2.0,2.0456147265980538,,Lunedì,Idroelettrica,Commerciale,True,1303.5751791568393
1072.2742555956665,,19.905997979473064,0.0,1.0,1006.0,Giovedì,Eolica,Commerciale,False,542.3089271916753
2232.5015735907214,7559.063659052353,12.712626202376367,1.0,1.0,1029.0,,,Residenziale,True,1120.2645746560736
1806.5352145891447,29.77007603275128,6.993572862654474,0.0,2.0,1039.0,Venerdì,Fossile,Commerciale,False,905.7656791533686
2160.47878988548,1733.4567114112288,20.11957208018648,0.0,2.0,1027.0,Martedì,Fossile,Residenziale,True,1086.6752665667962
2528.5819893703956,1626.4625008833555,14.230410727449089,1.0,2.0,968.0,Domenica,,Residenziale,True,1268.9601179034325
2576.046835057701,809.0928816796738,11.444214361655973,2.0,,1020.0,Mercoledì,,Residenziale,True,1291.6566818373474
1937.3769131468441,4630.727136394961,5.917411635835252,0.0,3.0,1025.0,Domenica,Solare,Residenziale,,971.0636800641727
2146.1535858402867,8400.305029507044,19.567913858013444,1.0,2.0,1025.0,Venerdì,Eolica,Residenziale,True,1079.3471670775475
,2697.6144870979747,8.254612750832614,1.0,2.0456147265980538,984.0,Mercoledì,Solare,Residenziale,True,1110.239637069301
2367.33353373116,1217.448497075042,21.608091531777486,2.0,1.0,978.0,Martedì,Idroelettrica,Residenziale,True,1190.3491943251133
2239.9422257654837,4325.639943919397,,1.0,2.0,979.0,Sabato,Eolica,Residenziale,True,1121.9157990609406
1610.4832575729756,2202.607900303114,16.700722135796365,2.0,1.0,991.0,Venerdì,Solare,Commerciale,False,
1821.4289134915916,3255.5763665439463,,1.0,3.0,970.0,Venerdì,Fossile,Residenziale,False,914.4135697537703
1661.9667271721223,8977.413228755058,18.00337819627782,1.0,2.0,1028.0,Venerdì,Solare,Commerciale,False,1899.3282325649698
2114.9330722358714,855.6217402250943,14.133589716136862,0.0,4.0,1065.0,Martedì,Fossile,Residenziale,True,1062.5066130327766
1892.3773585746324,2002.1021807542993,16.23858080151294,0.0,0.0,993.0,Giovedì,Eolica,Commerciale,False,951.0602535277701
2662.917222730709,6420.835204099759,13.846390251971865,2.0,1.0,1005.0,Domenica,Solare,Commerciale,True,1335.8125284409462
1694.6883268758722,519.7209040793405,20.761441571832957,0.0,1.0,1026.0,Domenica,Fossile,Residenziale,False,853.7725959094861
1888.8014702608514,,14.223061676366163,2.0,2.0,1000.0,Domenica,Eolica,Industriale,,949.0676536333356
1669.2413311043538,9889.453896018364,9.187879858062685,2.0,,987.0,Martedì,Fossile,Industriale,False,837.7770295095956
2010.1724198479233,6680.568070377215,18.348704883327482,,0.0,1006.0,Giovedì,Fossile,Industriale,True,1010.5908213889599
1790.5445730908011,4814.15142937075,18.708307705212565,0.0,0.0,1016.0,Sabato,Solare,Commerciale,False,900.8847788569643
2694.04677254046,7305.5539203103635,27.465447288811,2.0,0.0,1003.0,Domenica,Fossile,Residenziale,True,1352.732818018327
2054.8109422663138,8505.653504884203,8.960890922453967,2.0,0.0,1000.0,Domenica,,Residenziale,True,1030.0937384098931
1439.8279960989157,8483.708603170915,16.93199889163092,2.0,0.0,1012.0,Martedì,Idroelettrica,Commerciale,False,724.9935977169471
2178.5628999604137,2570.5166057273464,11.663930381906743,0.0,1.0,965.0,Martedì,Fossile,Residenziale,True,1092.9806290947788
2063.191651722403,8930.38325870739,14.510462297521528,1.0,,1008.0,Sabato,Idroelettrica,Commerciale,True,1036.148964550458
,4953.309645811537,15.166705862006244,0.0,0.0,1044.0,Venerdì,Fossile,Residenziale,False,802.3972152046083
2813.262691060211,2314.2995419315125,13.117555936487237,0.0,1.0,1025.0,Mercoledì,Eolica,Commerciale,True,1410.7666123110519
1436.1913050879423,2137.9383495786465,9.20364968656034,0.0,2.0,960.0,Martedì,Eolica,Commerciale,False,721.2567474499392
2090.296314431738,1196.0232679045523,27.465447288811,1.0,2.0,967.0,Domenica,Solare,Residenziale,True,1046.7033069408026
2729.075361376159,8202.308303652553,7.844483172001721,1.0,1.0,1049.0,Venerdì,Solare,Residenziale,True,1367.09102563968
2153.2821344506037,8203.745700307867,13.27829113604027,2.0,1.0,1047.0,Domenica,Eolica,,True,1080.824554566114
2583.379277574587,2219.1975167048104,25.368893537535115,1.0,0.0,990.0,Mercoledì,Fossile,Residenziale,True,1899.3282325649698
1671.5602447973192,2679.824504156225,13.023300694240463,0.0,0.0,1017.0,Lunedì,Eolica,Residenziale,False,839.6871126069318
2815.8892821211607,4089.876016274997,18.155566909823317,0.0,1.0,977.0,Giovedì,Solare,Residenziale,True,1413.5913111335274
2678.2646902091683,7827.64149088826,12.410640190815792,1.0,0.0,1022.0,Martedì,Fossile,Commerciale,True,1342.8555371618288
1687.2185142812489,1650.395996094879,18.493831280048063,2.0,3.0,950.0,Giovedì,Fossile,Residenziale,False,849.7574065246389
1341.8189649922374,2032.9494979713213,13.759768566193433,1.0,1.0,970.0,Lunedì,Idroelettrica,Commerciale,False,675.2374130659767
1598.7029239802218,6490.591290431462,21.417544731157427,0.0,1.0,1005.0,Martedì,Fossile,Commerciale,False,805.9767254094581
1711.4688217844214,1999.0296618575953,17.092428301201437,2.0,1.0,983.0,Giovedì,Eolica,Commerciale,False,861.0621393825712
2190.9932631790975,4855.88846324131,15.078438207047274,1.0,0.0,981.0,Lunedì,Solare,Commerciale,True,1100.0201630516628
1926.0090984791966,5648.737560331612,22.618451190821304,0.0,3.0,,Venerdì,Fossile,Industriale,False,970.3900845968448
2540.4483952836167,7447.911628202076,4.145304524277877,2.0,1.0,1027.0,Mercoledì,Eolica,Commerciale,True,1271.6677889990917
3869.906700926867,6881.488286771473,12.789902677286127,,0.0,1047.0,Martedì,Fossile,Commerciale,True,1119.7901449325109
1717.1034136387962,4074.70754797847,16.479677576874973,2.0,2.0,1009.0,Giovedì,Eolica,,False,863.8956100924605
2116.4275008682507,7102.909691650081,18.179448171395176,1.0,1.0,992.0,,Fossile,Residenziale,True,1063.867584885544
1633.254758951288,5236.98882053309,17.751226817051958,1.0,1.0,983.0,Giovedì,Idroelettrica,Industriale,False,822.1527475207597
2176.872700310687,2318.3144830459414,,0.0,0.0,991.0,,Solare,Residenziale,True,1095.1821329242246
2349.0486216639288,5673.75719328646,9.986700567919781,0.0,1.0,1049.0,Lunedì,Eolica,Residenziale,True,1177.7203210023404
1477.035999369226,9709.136338908993,11.546518561011204,0.0,,987.0,,Solare,Residenziale,False,742.1819552529164
2696.6792525937517,3893.6324399864775,13.840912847960578,2.0,1.0,1002.0,Mercoledì,Solare,Residenziale,True,1352.691900151264
1308.58833968401,,14.97335530712862,1.0,1.0,980.0,Venerdì,Fossile,Residenziale,False,658.9861764341437
1612.0933303302986,4161.545537649192,8.216246213884268,0.0,2.0,,Venerdì,Eolica,Residenziale,False,808.9115390293146
2245.2626122174706,3996.6212604251837,,1.0,1.0,1021.0,Lunedì,Fossile,Residenziale,True,
,9336.797992869931,8.02754036595801,0.0,1.0,993.0,Giovedì,Fossile,Industriale,False,876.875433532778
1775.9031761371766,3286.2960296099795,13.727669099955433,2.0,1.0,1005.0,Mercoledì,Fossile,Residenziale,False,892.269888798575
1551.2932767933853,1859.973462551302,10.346835980639248,1.0,2.0,989.0,Sabato,Eolica,Residenziale,False,779.1506891908843
2407.0917062502344,6552.400225489352,,1.0,0.0,989.0,Martedì,Eolica,Residenziale,True,1209.4264779831599
2533.196167683398,1534.2374739689835,14.595416083985832,0.0,2.0,992.0,Lunedì,Eolica,Residenziale,True,1271.376708666895
2376.8343182646668,6042.400223391053,18.202100957627483,2.0,0.0,,Martedì,Eolica,Residenziale,True,1193.8777894196216
1513.2401924556582,2113.5217495063976,16.502259205061254,1.0,0.0,1022.0,Mercoledì,Fossile,Residenziale,False,761.5707739893475
,8167.669765587834,12.950657400682044,2.0,2.0,974.0,Sabato,Fossile,Residenziale,True,1287.4824541045919
2318.7000753100524,1233.6659337645872,2.6307317142249502,1.0,3.0,931.0,Martedì,Solare,Commerciale,True,1160.7392571692935
1674.9378256700254,9465.813497812402,13.95956961953048,1.0,2.0,1040.0,Venerdì,Solare,Residenziale,False,842.0567837208719
1985.5113826032639,9036.156672790657,10.976899317805046,1.0,2.0,982.0,Giovedì,Eolica,Residenziale,False,996.4487610969734
1976.418536605926,4721.713261288,18.265644627396252,1.0,2.0,958.0,Mercoledì,Eolica,Residenziale,False,994.0889616911818
2203.7047734819953,5444.006902376378,11.025660245765263,0.0,1.0,958.0,Sabato,Fossile,Residenziale,,1105.3600848147273
1060.0609759700824,4276.174994920956,9.940251280917275,2.0,1.0,1029.0,Giovedì,Eolica,Residenziale,False,533.2125633693164
1757.8445192287015,9262.071631517481,9.951155131770832,1.0,1.0,1030.0,Sabato,Idroelettrica,Commerciale,False,882.1076061538821
1559.784093134086,8208.035182218688,19.244608678632186,1.0,2.0456147265980538,973.0,Giovedì,Eolica,Residenziale,False,786.0654291706327
1777.9025107411624,7355.742541419962,16.102806236145945,2.0,,959.0,Martedì,Eolica,Residenziale,False,893.982097241425
2624.704228696379,,,2.0,1.0,966.0,Sabato,Fossile,Industriale,True,1316.2522458088029
2783.3057996664174,,11.405340163052898,,0.0,978.0,Sabato,Fossile,Commerciale,,1395.0745018821247
2199.2384902148415,862.4788122245952,9.536182458050787,0.0,1.0,985.0,Martedì,Eolica,Commerciale,True,1102.680099844836
1926.493064214516,872.8656305590166,5.408312587427368,1.0,,967.0,Sabato,Idroelettrica,Residenziale,,964.8690258834862
3730.6236667955054,7295.67864610549,15.56734566571545,1.0,1.0,952.0,Sabato,Eolica,Commerciale,True,1870.1820370974674
2463.381609059822,3448.5291181084976,11.141352609926859,1.0,1.0,992.0,Martedì,Solare,Industriale,True,1235.233210312889
2221.677828133344,,,,3.0,967.0,Mercoledì,Eolica,Residenziale,True,1117.604402261318
1124.9152605162014,8885.787562898833,22.11112138323196,1.0,2.0456147265980538,1038.0,Lunedì,Fossile,Residenziale,False,569.2909666730703
1564.633265323469,7620.001792111757,10.361282871346537,0.0,,1020.0,Lunedì,Eolica,Residenziale,False,785.8250175231384
1563.9303682831664,7933.806143587554,10.918190433674482,0.0,2.0,965.0,Martedì,Fossile,Industriale,False,785.6406412716856
2068.4691405178755,1642.9550290022821,9.12825103160128,2.0,,1004.0,Lunedì,Eolica,Commerciale,True,1037.1730455684183
1935.6835788863125,6435.453593456411,9.156296198907848,1.0,1.0,975.0,Sabato,Solare,Commerciale,False,970.7886783028287
1883.6918661382,2087.998417014165,10.991065936551461,0.0,0.0,980.0,Sabato,Idroelettrica,Residenziale,False,945.1432528500656
1572.7297257042896,5106.03856083338,20.295145294847824,,1.0,,Sabato,Fossile,Residenziale,False,792.6534064405993
2059.128523219242,8830.558705874642,27.465447288811,1.0,2.0456147265980538,1017.0,Giovedì,Solare,Commerciale,True,
1804.4259639924064,199.1799796154603,16.305340266044574,2.0,2.0,1009.0,,Fossile,Residenziale,False,907.5045840760166
1901.9271074298558,1180.9096493662908,19.97776890802608,0.0,0.0,1004.0,Martedì,Idroelettrica,Commerciale,False,956.9568843873358
1633.4761013337659,2250.749094718074,15.784811986479303,1.0,1.0,1053.0,Lunedì,Solare,Commerciale,False,821.6734942628268
2363.3543401923525,6092.849539284421,5.059104199921153,1.0,,992.0,Venerdì,Fossile,,True,1183.3949013561526
2316.1310945272626,4148.320821688501,15.56099321932329,2.0,2.0,1054.0,Giovedì,Eolica,Residenziale,True,1163.1338452294283
2615.993815706032,8167.669765587834,12.286999306915668,0.0,0.0,976.0,Martedì,Eolica,Residenziale,True,1311.6830076450906
1576.217902159777,1777.2735677634466,14.613153700288413,1.0,2.0,1054.0,Giovedì,,Industriale,False,792.892897189975
1887.5418205812139,6608.102747021236,20.964416013128144,2.0,0.0,939.0,Martedì,Idroelettrica,Residenziale,False,950.0602350945454
1687.065888087855,7744.423557391636,10.996487380203146,1.0,2.0,977.0,Martedì,Fossile,Commerciale,False,847.2318902579884
2350.662462469557,3379.5478069524975,10.558708546078723,2.0,0.0,1034.0,Martedì,Fossile,,True,1178.4988437986021
1583.792111443096,7771.158120188705,18.73971904376074,0.0,0.0,,Lunedì,Fossile,Commerciale,False,797.5179714346763
2642.4606669203854,,9.665597856338767,0.0,1.0,1067.0,,Fossile,Residenziale,True,1324.3300128170945
2014.5503525858928,7194.480812293984,20.528600158977568,1.0,0.0,970.0,Lunedì,Idroelettrica,Residenziale,True,1013.4337563406397
1658.6474989834674,,15.148940030726063,1.0,1.0,997.0,Venerdì,Fossile,Commerciale,False,834.0684315009515
2524.642932775707,7578.745819734728,13.760054375680747,2.0,3.0,1002.0,Domenica,Fossile,Residenziale,True,1267.0494827005575
2073.2336610548564,457.13905202698135,18.216714807721665,0.0,0.0,967.0,Sabato,Solare,Commerciale,True,1042.0818449697447
2019.2837335104848,1030.6821118003572,11.045482591603466,2.0,2.0456147265980538,1072.0,Sabato,Idroelettrica,Residenziale,True,1013.1555115327235
1580.2243835847762,8893.914103166122,17.728404465029637,,2.0,981.0,Lunedì,Idroelettrica,Commerciale,False,795.8307131318969
1889.438961200856,2118.895705594581,7.846877426954471,0.0,1.0,1015.0,Giovedì,Fossile,Residenziale,False,947.2735438285144
1801.3157480854757,1802.6659606238127,19.336342325066575,1.0,2.0,983.0,Mercoledì,Eolica,Commerciale,False,906.8587767402578
1173.7828981971616,7998.352047537355,16.890292877818734,0.0,1.0,986.0,Giovedì,Fossile,Residenziale,False,592.1585369619264
1612.4028122913426,8167.669765587834,9.878379382014446,1.0,1.0,1021.0,Venerdì,Fossile,Commerciale,False,809.3649199602756
1482.2116893708428,1818.2705328340876,12.351682471279029,1.5429698311563047,1.0,1060.0,Domenica,Eolica,Residenziale,False,
2729.5715443278923,6534.012694903258,12.4431175830786,0.0,2.0456147265980538,951.0,Domenica,Eolica,Commerciale,True,1369.1187074388697
2311.4631892395055,947.652774205715,20.506018971507984,2.0,2.0,1032.0,Venerdì,Idroelettrica,Residenziale,True,1162.2834003112052
2437.2968591674676,8724.429258683009,8.455959325193426,2.0,1.0,988.0,Sabato,Fossile,Residenziale,True,1221.3852173812918
2548.8621510701428,1794.8006920830228,1.0375563320011842,0.0,0.0,1524.5284221994536,Domenica,,Residenziale,True,
1815.4786749764921,9910.378187031703,21.388973143833788,0.0,1.0,986.0,Venerdì,Solare,Residenziale,False,914.3560294313962
2264.2439858005837,4595.565008928926,16.37590990437445,1.0,0.0,986.0,Venerdì,Fossile,Residenziale,True,1137.0347658716041
2308.3436006326738,2766.56511704231,19.454315269212145,0.0,0.0,1001.0,Mercoledì,Fossile,Residenziale,True,1160.0080948971006
2011.0714172735466,810.6267945045597,16.200734741424718,,2.0,997.0,Domenica,Fossile,Residenziale,True,1010.7959290592007
1958.1305481055908,9401.075458492885,18.042344736260702,2.0,0.0,1524.5284221994536,Venerdì,Eolica,Commerciale,False,984.4779774736736
2180.593513165077,5767.663012549514,21.178889461123536,0.0,1.0,1029.0,Sabato,Eolica,Residenziale,True,1096.8504234208756
814.4027147147563,4785.457785637464,17.866758373369912,0.0,2.0,1001.0,Domenica,Eolica,Commerciale,False,412.96138486938906
2671.9149166366333,1686.5948638622608,27.465447288811,1.0,0.0,1037.0,Sabato,Fossile,Residenziale,True,1899.3282325649698
1888.2505768541344,3773.0528530517004,11.31717372833138,1.0,,1000.0,Lunedì,Idroelettrica,Residenziale,False,947.7204405455666
2227.630196034242,6840.445572058406,13.448869190163368,1.0,0.0,1047.0,Giovedì,Fossile,Commerciale,True,1117.8497587741701
2183.951836236514,3059.572558855169,9.271387844230919,2.0,1.0,1028.0,Giovedì,Eolica,Commerciale,True,1094.9573344715263
1257.4229061929177,8950.221133752158,10.551110861164037,2.0,2.0,,,Fossile,Residenziale,False,632.276786354808
1374.4832963608433,3858.041329825023,16.8340388687409,0.0,1.0,987.0,Domenica,Eolica,Industriale,False,692.491859841044
,8176.580672352962,16.881061250343354,1.0,0.0,988.0,Venerdì,Eolica,Commerciale,True,1100.1746505504843
1693.5958856577563,4239.63814609349,,1.0,0.0,990.0,Martedì,Eolica,Residenziale,False,852.534829986323
2633.094072079504,7349.540737922494,12.023954290629055,1.0,2.0,976.0,Lunedì,Fossile,Residenziale,True,1320.5542223269408
,,17.467617456814992,1.0,1.0,1524.5284221994536,Giovedì,,Commerciale,True,1071.3047965749781
,3712.97987796792,6.494906087597606,1.0,1.0,1018.0,Lunedì,Fossile,Residenziale,False,941.2254968402857
2902.5259155329645,6267.589700402904,16.404697005650576,0.0,2.0,1039.0,Mercoledì,Idroelettrica,Commerciale,True,1456.5843668681775
1530.9733537028428,7747.427884136795,10.741411088629963,2.0,1.0,965.0,Martedì,Fossile,Residenziale,False,768.9091001780105
2048.3852614365146,2271.6942191615185,7.982958858709708,1.0,2.0,967.0,,Eolica,Commerciale,True,1026.9875183758704
1945.794236259069,9148.312713928726,13.154444508899417,1.0,0.0,1027.0,Lunedì,Eolica,Residenziale,False,976.8434514822044
2169.32570188858,3680.300414547444,28.830286093263396,1.0,,966.0,Domenica,Solare,Residenziale,True,1093.511936772269
1568.7486402806767,7.88177333497897,13.499112824965263,1.0,,1023.0,Giovedì,Solare,Residenziale,False,788.624053987828
,,16.599005567942527,0.0,2.0,1026.0,Mercoledì,Eolica,Residenziale,False,728.6976062239157
2054.8096160658065,3423.4362994528256,20.41329133674968,1.0,3.0,961.0,Martedì,Fossile,Residenziale,True,1034.128795433928
2423.617974293311,2555.4211756871914,16.912365943472018,0.0,3.0,995.0,Mercoledì,Eolica,Residenziale,True,1217.4826969296969
2620.3606752498354,6858.08987574979,22.909851914089828,,2.0,1007.0,Martedì,Eolica,Residenziale,True,1317.4532931991448
2947.885707823159,9583.77852974555,7.6383970084222685,,1.0,978.0,Sabato,Idroelettrica,Residenziale,True,1476.4343730141063
3422.775812541713,9465.304122418467,17.01490057206043,0.0,0.0,1031.0,Venerdì,Idroelettrica,Residenziale,,1716.4923764424748
1644.7116997212725,7838.662295746111,25.758927636219568,1.5429698311563047,1.0,984.0,,Fossile,Industriale,False,830.2835281515022
3010.7775454377906,907.0384466355896,15.248886162989459,2.0,1.0,979.0,Martedì,Eolica,Commerciale,,1510.1634385677921
2486.9248125529853,5114.73168092705,1.5825806235895197,0.0,2.0,973.0,Sabato,Eolica,Commerciale,True,1244.3371804635697
2570.003735368526,9793.888596673622,11.172546811079815,1.0,1.0,,Lunedì,Fossile,Residenziale,True,
2410.0780385400312,6935.308000587961,20.43208489393823,2.0,2.0,986.0,Martedì,Fossile,Commerciale,True,1211.5686447381972
1520.2703550589163,4735.424881377259,14.758868544784399,2.0,,971.0,Giovedì,Fossile,Commerciale,False,764.5628380928935
1766.9968698689718,5422.449823681618,25.552680603906538,1.0,0.0,932.0,,Fossile,Commerciale,False,891.1642391156579
2242.966673921038,9271.268418007581,14.277004929342562,1.0,0.0,972.0,Domenica,Solare,Residenziale,True,1125.7664384393217
1845.3094597033646,6577.608118257519,6.341272090815327,1.0,0.0,1039.0,Lunedì,,Residenziale,False,924.5571114789269
,2192.479644412618,7.7903409874470615,1.0,1.0,997.0,Domenica,Eolica,Industriale,True,1162.8733281205425
2542.333972083151,3762.742891465534,12.559510379623283,1.0,1.0,995.0,Mercoledì,Fossile,Residenziale,True,1275.1348391554625
2311.3689046318045,9986.133655489617,15.629351804064926,2.0,2.0,1013.0,Lunedì,Eolica,Residenziale,True,1160.7732578571217
2097.168140815501,8987.749562409208,12.933797708735913,,0.0,977.0,Giovedì,Solare,Residenziale,True,1052.4642097203712
2981.5558986685865,5663.910174847016,18.137546389556977,2.0,,1012.0,Mercoledì,Fossile,Commerciale,True,1496.8192132511601
3174.4897856566267,455.7921470321047,16.18772894761471,0.0,1.0,959.0,Mercoledì,Fossile,Industriale,True,
1406.6570135081952,1084.8032362455294,13.073299919637886,2.0,3.0,987.0,Venerdì,Fossile,Residenziale,False,707.850496729989
2393.5103610323868,4971.366104466515,19.277771342863808,0.0,0.0,1000.0,Giovedì,Fossile,Residenziale,True,1202.5385119190526
1232.6063372484336,8437.65001418604,14.873299921070506,2.0,3.0,1023.0,Lunedì,Eolica,Residenziale,False,
1472.672956238414,2470.3852254612502,20.269951975789226,0.0,3.0,1011.0,Mercoledì,Eolica,Commerciale,False,743.0174637119437
1758.7381191907393,4192.1685989830885,23.060263204078595,0.0,1.0,986.0,Giovedì,Solare,Industriale,False,886.4871385565933
672.0004874555784,701.234959148731,20.44328641463895,2.0,0.0,1015.0,Giovedì,Fossile,Residenziale,False,342.1332296521809
2695.3216880971704,6928.511683621754,16.411667526720596,,0.0,1073.0,Domenica,Eolica,Commerciale,True,1352.5843443066015
1873.7368437891612,8716.517441434036,19.934885258516562,1.0,,979.0,Domenica,Solare,Residenziale,False,942.8488874721355
1970.0489630642053,6286.001669042711,16.905812549000753,2.0,1.0,950.0,Domenica,Fossile,Residenziale,False,990.296225296803
2015.0050755946322,2507.7555232335703,15.474581252122448,1.0,3.0,983.0,Venerdì,Eolica,Residenziale,True,1012.7449121729529
1162.3235705788575,9021.627225243146,10.522392578049374,1.0,1.0,992.0,Sabato,Fossile,Residenziale,False,584.5185030628436
2326.5010561918452,425.1342177422701,10.801924213170745,1.0,0.0,1016.0,Lunedì,Fossile,Residenziale,True,1166.491105359874
,2384.1636185708116,2.2280360356052533,1.0,2.0,1006.0,Venerdì,Solare,,False,989.9195520028605
2216.2275241363436,8326.867222435505,11.072453321373269,1.0,0.0,976.0,Venerdì,Solare,Industriale,True,1111.4354980645837
2234.224867098858,2605.306957364011,27.465447288811,1.0,1.0,994.0,Martedì,Fossile,Commerciale,True,1122.0986517098524
800.8331615158606,5177.83498977106,17.626541677975375,1.0,1.0,999.0,Mercoledì,Solare,Residenziale,False,405.90454326132294
,5509.395050666426,18.72055136470385,1.0,2.0,990.0,Mercoledì,Eolica,Commerciale,False,960.4675220279213
1502.2858330498598,9216.226089337812,,1.5429698311563047,1.0,925.0,Mercoledì,Fossile,Residenziale,False,755.8387739706419
1733.748413501191,,14.548004435445847,1.0,0.0,975.0,Lunedì,Solare,Residenziale,,871.2386080812292
2500.8195566478225,5659.496382107362,14.975743533904975,1.0,0.0,965.0,Venerdì,Fossile,Residenziale,True,1254.9025013840828
,7959.96649823999,16.5536851573025,2.0,1.0,1015.0,Mercoledì,Eolica,,True,1051.2080426088662
1604.7196557540738,3940.505415603405,12.580873809839835,0.0,,959.0,Martedì,Solare,Residenziale,False,806.1340900199888
,1278.6974051364941,16.225655105129086,2.0,1.0,1005.0,Venerdì,Solare,Residenziale,False,973.8445916038786
2413.4800444245025,1167.3094877541857,21.59738411768784,1.0,,923.0,Domenica,,Residenziale,True,1213.8192374475575
3072.3241321494506,2218.9565878554795,14.1963994124154,0.0,1.0,999.0,Lunedì,Eolica,Commerciale,True,1540.62098589845
,1622.3767032962644,9.93343866290116,1.0,2.0,1010.0,Domenica,Eolica,Residenziale,True,1510.2486259365166
2920.3605105713577,5069.91658735174,13.692306158024012,1.0,1.0,1003.0,Lunedì,Solare,Commerciale,True,1464.4879471330862
2318.067037616713,2914.5347260301924,11.133539558106403,0.0,1.0,1021.0,Giovedì,Eolica,Commerciale,,1162.5735806757884
1959.7778692558675,194.1833694866979,22.699461863033576,0.0,,1032.0,Mercoledì,Fossile,Residenziale,False,986.6987731868438
2290.2235898612043,8550.712348158897,13.909981638763753,1.0,1.0,1005.0,Mercoledì,Eolica,Commerciale,True,1149.4847894222314
1800.1178884726692,9130.1839871092,15.034670037663094,0.0,1.0,1015.0,Martedì,Solare,Residenziale,False,904.7693452476335
2444.069842675113,142.9220944868792,,1.0,1.0,948.0,Mercoledì,Fossile,Residenziale,True,1224.9824258779263
1698.6115336281734,4588.230868029644,6.2150268544574505,1.0,0.0,1031.0,,Solare,,False,851.170274870424
2623.2954563627145,8167.669765587834,14.065420410136635,0.0,2.0,963.0,Lunedì,Solare,Residenziale,True,1316.2673543043984
1865.2466841533833,160.1370968839455,16.36173681550095,0.0,0.0,992.0,Mercoledì,Fossile,Residenziale,False,937.5318631213419
2561.061411745217,8032.97631260388,18.46710741928573,0.0,0.0,1002.0,Martedì,Fossile,Residenziale,True,1286.0708380983942
1821.1983206475934,9512.29107130602,25.202791796918888,0.0,1.0,1006.0,Domenica,Solare,Commerciale,False,918.3599978628724
1565.3998369834985,1416.482280961243,15.10738998781003,1.0,3.0,957.0,Lunedì,Fossile,,False,787.8321354880923
2245.4598719072083,9273.459330859856,11.265827597965004,0.0,4.0,1004.0,Giovedì,Fossile,Residenziale,True,1126.9096842329936
2026.4788274067437,,11.857539695861222,0.0,2.0456147265980538,997.0,Mercoledì,,Commerciale,True,1017.5966756121302
1740.6922247404364,7747.398120192477,14.866220621764157,1.0,1.0,1084.0,Lunedì,Idroelettrica,Residenziale,False,875.0059785567474
1619.9085958335659,6969.494522643324,21.072511261562312,1.0,2.0,983.0,Martedì,Fossile,Commerciale,False,816.6760512952516
2583.4977275015885,8281.42004249193,11.708529604808213,1.0,1.0,978.0,Lunedì,Solare,Commerciale,True,1295.4614226322367
2001.9505289678218,7902.945018880616,13.837889401847109,1.0,1.0,1040.0,,Idroelettrica,Commerciale,True,1005.3266313044651
2165.0976818276567,3205.402575458238,16.740826496056044,1.0,0.0,964.0,Mercoledì,Idroelettrica,Residenziale,True,1087.5710888626452
2811.6470675543405,5923.171254888924,11.73668635426792,0.0,,981.0,Sabato,Fossile,Residenziale,True,1409.5445396834507
2710.9317900249034,,11.937444025719971,1.0,2.0456147265980538,973.0,Giovedì,Eolica,Commerciale,True,1359.0471282201677
2350.1875552986126,244.85941662151012,24.57757083574778,2.0,,920.0,Martedì,Eolica,Residenziale,True,1182.6670489000307
1516.5152316445558,194.11662745766222,8.082156665558685,0.0,1.0,976.0,Venerdì,Solare,,False,760.8822628219456
1186.903848327072,2576.923533643045,,2.0,1.0,985.0,Mercoledì,Fossile,Commerciale,False,598.9837885236072
1549.3815162875724,1424.4987936021168,2.8044386929095566,2.0,1.0,986.0,Mercoledì,Fossile,Residenziale,False,775.7320897516591
557.8436415701356,6098.74899202681,7.786120886981243,2.0,0.0,1014.0,Martedì,Idroelettrica,Commerciale,False,281.25765705116214
2292.7619660833184,4654.10498920114,16.089571280871155,0.0,0.0,1089.0,Lunedì,Eolica,Residenziale,True,1151.2078544259205
1869.4904976717112,833.952626227894,11.93513624855831,,0.0,1008.0,Mercoledì,Fossile,Industriale,False,938.3257897104231
2279.9317462781464,4254.395655908936,19.116254884357666,0.0,2.0,970.0,Venerdì,Eolica,,True,1146.1007496043806
2000.8812239102474,1704.5168584498272,14.549110033828146,2.0,1.0,982.0,Martedì,Solare,Residenziale,True,1005.0053449652722
2738.742121340248,3703.9151659091162,17.56100539532945,1.0,1.0,1022.0,Giovedì,Eolica,Residenziale,True,1374.839362288723
1878.1933426936553,2754.6052082650895,21.371213076735714,2.0,2.0,1021.0,Giovedì,Solare,Residenziale,False,945.9080352698484
1958.2438559008235,,12.03250527685267,0.0,1.0,1015.0,Domenica,Fossile,Residenziale,False,982.9316795334676
1878.8816324543966,8167.669765587834,13.2213825167312,0.0,3.0,1051.0,Martedì,Fossile,Commerciale,False,944.0072309822177
1912.152774336853,842.575563577257,15.033115993146959,0.0,,,Mercoledì,Solare,Residenziale,False,960.7863219663707
,7738.559615984855,27.465447288811,2.0,0.0,947.0,Giovedì,Fossile,Residenziale,True,1026.7504199241384
2230.74534852794,1803.9657774443328,,1.0,2.0,965.0,Venerdì,Fossile,Residenziale,True,1899.3282325649698
